"","bivalve_ID","Date","shelf","tank","experiment_stage","timepoint","treatment","epf_ph","discolored","TankID","DateWC","PCO2","Sal_Corr","pH","Temp","Collection_Code","pHadj","day_code","day_coden"
"109",17134,2017-05-17,2,2,"acclimation","Acclimation_2","acclimation",7.542239686,"no",5,2017-05-17,400,29.34135435,7.76394052,17,"ILIV",-0.221700834,8,8
"110",17135,2017-06-13,5,2,"exposure","Experiment_4","900",7.316698049,"no",14,2017-06-12,900,30.29696951,7.562141491,17.9,"RSI",-0.245443442,35,35
"111",17138,2017-06-05,2,1,"exposure","Experiment_2","400",7.282149171,"no",4,2017-06-05,400,30.52271327,7.787992495,17.9,"RSI",-0.505843324,27,27
"112",17141,2017-06-05,3,1,"exposure","Experiment_2","900",7.616121658,"no",7,2017-06-05,900,30.52271327,7.51782364,17.5,"RSI",0.0982980180000004,27,27
"113",17142,2017-06-13,6,1,"exposure","Experiment_4","2800",7.811898634,"no",16,2017-06-12,2800,30.29696951,7.189292543,17.1,"RRR",0.622606091000001,35,35
"114",17143,2017-07-24,1,2,"exposure","Experiment_6","400",7.426103647,"no",2,2017-07-24,400,30.57642843,7.805714286,18.3,"ILIV",-0.379610639,76,76
"115",17145,2017-08-22,6,1,"exposure","Experiment_7","2800",6.9186382,"no",16,2017-08-21,2800,31.22782979,7.066914498,19.3,"ILIV",-0.148276298,105,105
"116",17147,2017-06-06,4,1,"exposure","Experiment_3","2800",7.305181756,"no",10,2017-06-06,2800,30.19028499,7.08411215,17,"RRR",0.221069605999999,28,28
"117",17149,2017-05-09,4,1,"acclimation","Acclimation_1","acclimation",7.365018818,"no",10,2017-05-08,2800,30.02227418,7.795112782,16.85,"RSI",-0.430093964,0,0
"118",17150,2017-06-02,2,3,"exposure","Experiment_1","400",7.111281602,"yes",6,2017-06-02,400,29.4961732385,7.713483146,16.8,"RRR",-0.602201544,24,24
"119",17151,2017-06-26,5,2,"exposure","Experiment_5","900",7.528735632,"no",14,2017-06-26,900,31.312833,7.675977654,16.8,"ILIV",-0.147242022,48,48
"120",17153,2017-08-24,4,3,"exposure","Experiment_7","2800",7.129666012,"no",12,2017-08-23,2800,31.49498182,7,19.8,"RRR",0.129666012,107,107
"121",17154,2017-06-13,3,1,"exposure","Experiment_4","900",7.477926146,"no",7,2017-06-12,900,30.29696951,7.51625239,17.2,"ILIV",-0.0383262440000003,35,35
"122",17155,2017-06-06,3,3,"exposure","Experiment_3","900",7.346148743,"no",9,2017-06-06,900,30.12312085,7.510280374,17.5,"RSI",-0.164131631,28,28
"123",17156,2017-08-24,5,3,"exposure","Experiment_7","900",7.353634578,"no",15,2017-08-23,900,31.49498182,7.470149254,19.5,"RRR",-0.116514676,107,107
"124",17157,2017-06-26,2,3,"exposure","Experiment_5","400",7.781609195,"no",6,2017-06-26,400,31.246139,7.960893855,16.9,"ILIV",-0.17928466,48,48
