"RNA17005" "RNA17007" "RNA17013" "RNA17019" "RNA17069" "RNA17070" "RNA17072" "RNA17079" "RNA17090" "RNA17094" "RNA17099" "RNA17108" "RNA17122" "RNA17130" "RNA17142" "RNA17145" "RNA17162" "RNA17174" "RNA17176" "RNA17178" "RNA17181" "RNA17203" "RNA17211" "RNA17213"
"LOC111100529" 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0
"LOC111100530" 0 3 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0
"LOC111100531" 3 4 2 1 3 1 0 0 0 3 2 10 0 6 2 0 1 0 0 0 1 2 0 3
"LOC111100532" 0 0 1 0 0 0 1 0 1 0 0 2 0 7 0 1 2 0 0 0 0 0 0 0
"LOC111100533" 0 4 0 1 0 1 29 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0
"LOC111100534" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100535" 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0
"LOC111100536" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100537" 0 0 1 1 0 2 2 0 3 5 2 0 0 0 1 0 0 0 0 0 0 0 0 0
"LOC111100538" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100539" 1 5 2 2 1 3 1 2 1 0 1 0 1 4 0 2 0 3 1 1 3 1 1 2
"LOC111100540" 3 0 1 0 2 0 0 0 0 0 1 0 3 1 0 3 0 0 0 3 0 0 2 2
"LOC111100541" 4 0 0 1 0 1 0 1 2 1 0 0 1 1 0 2 0 3 3 1 0 2 1 6
"LOC111100542" 0 1 1 0 0 3 0 0 0 1 1 1 1 0 0 0 0 2 0 1 1 1 0 1
"LOC111100543" 0 3 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"LOC111100544" 1 1 2 0 0 1 0 1 0 1 0 1 0 2 0 0 9 1 3 4 36 4 0 1
"LOC111100545" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100546" 1 0 3 0 0 4 2 0 2 0 3 1 5 4 2 0 1 3 0 0 1 2 0 2
"LOC111100547" 12 6 15 8 31 10 4 17 24 22 27 4 8 13 12 42 7 32 6 8 25 9 5 13
"LOC111100548" 9 16 27 10 10 21 15 8 11 17 29 11 15 17 10 18 14 14 22 4 6 11 12 4
"LOC111100549" 2 0 7 0 6 3 1 8 2 8 2 7 8 3 9 3 2 12 4 2 0 3 2 2
"LOC111100550" 4 1 2 1 6 1 2 0 0 2 6 1 0 2 1 2 0 3 0 0 2 0 2 1
"LOC111100551" 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 1 0
"LOC111100552" 1 0 0 0 0 0 0 0 0 4 0 0 0 0 0 1 0 0 0 0 0 1 1 0
"LOC111100553" 1 0 2 0 0 0 1 1 0 0 0 0 1 2 0 1 0 0 0 0 0 0 0 1
"LOC111100554" 5 0 12 0 2 1 1 77 17 3 41 7 0 1 1 2 3 1 10 3 3 9 6 7
"LOC111100555" 5 2 10 5 4 1 8 13 10 6 5 0 11 3 6 9 7 6 3 4 4 6 9 6
"LOC111100556" 6 3 5 4 4 5 4 3 14 10 5 3 4 9 5 4 12 5 4 10 0 9 9 12
"LOC111100557" 0 5 0 1 0 1 2 0 0 0 0 1 0 1 0 2 0 0 0 1 1 0 0 3
"LOC111100558" 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100559" 2 1 2 1 4 2 2 0 3 2 6 1 1 0 2 3 3 3 8 2 3 7 0 4
"LOC111100560" 1 3 4 0 13 5 5 1 1 9 4 12 1 3 4 6 0 5 1 5 0 3 2 5
"LOC111100561" 25 47 18 19 30 23 34 19 22 30 34 25 27 20 23 31 39 42 41 16 16 53 30 40
"LOC111100562" 4 9 12 6 14 9 4 11 14 6 16 11 10 5 6 6 9 11 3 14 5 12 7 10
"LOC111100563" 2 7 3 6 5 2 2 6 1 6 6 1 4 0 2 11 7 4 3 3 4 5 1 4
"LOC111100564" 1 1 2 0 0 0 0 0 0 1 5 1 0 0 0 2 0 0 0 0 0 0 0 0
"LOC111100565" 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"LOC111100566" 5 1 0 6 9 3 5 1 1 3 10 1 4 5 9 1 4 10 6 6 3 3 3 7
"LOC111100567" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"LOC111100568" 2 2 4 2 9 2 2 4 2 3 4 5 3 2 1 2 3 3 3 3 2 0 1 1
"LOC111100569" 2 7 1 5 7 6 1 4 4 3 2 4 5 3 4 2 11 8 4 2 0 3 6 10
"LOC111100570" 6 24 17 8 4 16 14 17 9 18 4 16 12 11 9 23 9 34 26 17 7 14 13 29
"LOC111100571" 7 8 1 0 0 1 1 2 3 3 1 4 2 0 0 2 1 3 0 1 2 0 3 1
"LOC111100572" 0 0 3 0 0 0 1 0 0 0 1 0 2 0 2 0 0 0 0 0 1 0 0 0
"LOC111100573" 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 2 0
"LOC111100574" 2 2 6 6 6 2 12 6 13 2 7 5 8 2 5 6 2 12 3 2 0 7 6 9
"LOC111100575" 2 5 3 0 5 1 2 3 5 0 3 4 4 5 3 0 3 4 1 6 1 1 5 4
"LOC111100576" 2 0 3 0 1 2 0 3 1 0 1 0 3 0 1 0 2 1 0 0 2 2 2 3
"LOC111100577" 1 7 4 35 4 14 8 3 33 17 0 8 5 1 0 16 3 77 4 0 7 4 13 6
"LOC111100578" 2 2 0 2 1 4 3 4 1 0 0 2 0 2 1 1 1 4 1 1 2 5 6 5
"LOC111100579" 4 5 4 5 7 1 0 3 3 5 6 3 6 6 1 3 1 2 2 3 2 7 4 8
"LOC111100580" 5 12 8 10 10 9 3 6 9 8 12 7 9 16 14 6 9 8 6 5 5 13 7 13
"LOC111100581" 1 4 7 3 7 5 3 8 9 4 3 12 5 6 1 2 2 7 6 2 2 4 7 3
"LOC111100582" 60 73 59 33 74 38 54 29 45 34 59 53 56 41 40 62 28 89 38 33 36 61 56 87
"LOC111100583" 10 28 11 18 36 23 19 7 15 32 16 16 34 16 17 4 12 21 22 19 15 14 15 52
"LOC111100584" 4 8 5 5 14 11 4 4 3 4 6 3 2 4 8 5 3 4 2 2 4 4 6 8
"LOC111100585" 7 10 15 9 14 12 6 9 12 12 6 11 12 10 7 13 6 15 7 12 7 12 19 17
"LOC111100586" 4 2 7 1 1 2 4 1 3 4 2 3 1 0 2 2 1 5 0 2 6 4 2 6
"LOC111100587" 7 14 13 10 14 11 17 5 9 7 15 10 15 7 12 9 9 17 13 8 10 14 19 16
"LOC111100588" 0 0 0 1 0 5 0 0 0 0 0 0 0 2 2 0 0 0 0 0 6 0 2 1
"LOC111100589" 2 6 5 3 5 6 7 7 4 2 8 3 1 3 3 6 3 17 4 1 4 6 7 5
"LOC111100590" 4 4 1 4 4 4 8 1 3 2 1 1 1 1 2 6 3 3 0 1 4 5 5 2
"LOC111100591" 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 2 0
"LOC111100592" 4 16 20 8 9 6 9 5 10 8 12 9 4 10 10 8 7 26 10 5 2 19 17 6
"LOC111100593" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"LOC111100594" 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 1 3
"LOC111100595" 1 6 1 2 3 1 2 1 5 2 1 2 1 2 1 1 0 4 1 0 1 0 1 1
"LOC111100596" 3 0 2 1 1 1 1 1 1 0 1 1 2 0 0 0 2 4 1 0 1 0 5 0
"LOC111100597" 3 0 0 2 3 6 0 2 0 1 2 0 0 0 1 0 0 0 3 2 0 2 1 1
"LOC111100598" 5 4 5 2 10 9 6 7 9 6 5 5 6 11 6 6 12 12 7 8 9 16 9 17
"LOC111100599" 4 3 2 0 2 4 2 1 0 0 0 3 4 2 1 1 4 5 14 3 3 2 0 2
"LOC111100600" 1 0 4 1 0 0 1 1 0 2 1 1 3 0 2 2 4 2 1 1 0 0 1 3
"LOC111100601" 1 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"LOC111100602" 6 1 44 0 59 28 1 5 2 1 24 2 11 12 15 0 1 3 3 1 8 11 2 7
"LOC111100603" 4 2 0 2 1 2 5 2 23 2 1 2 2 3 31 4 2 4 4 2 3 3 0 3
"LOC111100604" 3 0 0 0 1 7 2 3 5 8 4 4 0 1 1 0 3 0 10 3 2 0 1 0
"LOC111100605" 0 1 3 1 3 3 2 0 2 1 0 0 3 0 5 0 2 2 1 1 5 3 1 5
"LOC111100606" 1 3 0 3 1 0 6 4 1 1 3 5 3 0 1 0 1 1 3 1 1 1 3 2
"LOC111100607" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100608" 4 7 8 11 7 8 7 7 8 6 8 5 4 6 7 8 6 8 4 5 4 8 7 13
"LOC111100609" 10 7 15 7 7 2 5 1 11 5 8 6 10 3 4 5 9 10 10 4 4 11 6 6
"LOC111100610" 1 2 2 86 4 4 0 4 2 13 3 3 3 7 1 9 4 33 1 3 3 15 3 1
"LOC111100611" 0 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100612" 9 1 3 7 4 2 4 3 4 5 0 4 8 2 8 3 7 7 4 3 3 5 3 5
"LOC111100613" 52 11 2 23 14 4 37 14 51 8 9 3 9 13 4 14 44 19 19 22 3 11 17 35
"LOC111100614" 2 4 6 2 3 2 6 2 1 1 0 1 33 1 0 1 4 3 0 4 6 0 1 1
"LOC111100615" 0 1 2 1 2 2 1 11 0 1 1 2 2 1 1 0 3 2 0 1 3 1 2 2
"LOC111100616" 3 0 2 2 0 2 0 2 0 1 0 0 1 3 0 2 2 3 2 0 1 1 0 2
"LOC111100617" 5 0 0 0 3 0 0 0 0 0 0 0 1 0 5 0 0 1 1 3 3 1 0 0
"LOC111100618" 1 1 1 0 1 0 0 1 1 0 0 0 2 0 10 0 0 1 0 2 0 1 1 1
"LOC111100619" 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 2 2 0 0 0 0 0 0
"LOC111100620" 0 1 5 3 11 5 3 5 10 3 2 0 3 5 3 7 1 17 4 3 0 9 2 13
"LOC111100621" 4 3 6 8 2 0 4 2 4 5 2 3 2 4 2 5 4 4 4 3 3 4 2 8
"LOC111100622" 4 4 4 4 7 2 3 5 10 4 4 8 4 1 3 6 5 7 4 3 2 5 4 6
"LOC111100623" 0 0 0 0 0 2 0 3 0 1 0 0 0 0 7 0 0 0 2 1 0 0 4 1
"LOC111100624" 32 0 15 7 1 19 1 173 73 8 1 0 6 58 6 4 8 0 11 1 0 1 3 5
"LOC111100625" 1 6 9 1 7 5 4 0 2 9 0 1 4 3 2 1 7 1 5 4 4 6 0 9
"LOC111100626" 0 0 1 0 0 0 0 3 0 0 2 0 1 0 4 1 2 0 9 0 0 0 0 0
"LOC111100627" 0 0 1 0 2 0 3 0 2 1 8 8 0 5 3 2 0 5 0 2 0 0 2 1
"LOC111100628" 0 0 2 0 0 1 1 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100629" 5 2 4 0 2 7 5 1 9 5 4 1 1 3 2 6 5 8 1 1 0 9 8 7
"LOC111100630" 23 43 48 34 54 25 40 28 55 49 29 45 50 57 32 37 28 58 23 17 17 50 36 62
"LOC111100631" 1 8 10 4 7 3 2 11 6 8 1 2 10 21 2 4 3 6 5 7 6 7 4 3
"LOC111100632" 8 7 6 3 10 5 5 8 4 6 8 4 6 1 3 9 5 5 3 4 6 5 9 10
"LOC111100633" 21 6 21 19 23 40 10 25 3 20 2 0 0 0 3 7 32 104 2 6 16 44 10 15
"LOC111100634" 2 2 10 1 1 1 2 1 2 3 0 1 0 0 0 2 1 6 0 0 2 2 3 1
"LOC111100635" 0 0 1 0 0 0 0 0 5 0 0 0 0 0 0 1 0 5 4 1 3 0 0 0
"LOC111100636" 0 14 17 8 4 1 5 14 26 13 4 2 0 2 3 3 1 9 68 3 11 16 10 0
"LOC111100637" 7 5 8 8 15 7 8 13 14 8 4 1 6 6 5 5 165 15 282 6 11 11 7 17
"LOC111100638" 3 4 6 2 6 5 5 4 9 4 1 4 5 4 3 8 8 7 9 0 2 2 3 3
"LOC111100639" 6 2 0 6 1 3 7 1 1 1 3 1 3 0 3 0 1 0 2 3 1 0 4 3
"LOC111100640" 4 0 1 9 5 0 4 5 13 4 3 12 1 1 7 5 4 11 7 0 3 5 7 5
"LOC111100641" 0 1 2 2 8 5 0 0 1 0 2 3 2 0 0 1 3 0 2 2 2 4 1 4
"LOC111100642" 0 2 19 1 0 0 0 9 6 75 16 0 0 0 0 0 0 0 0 2 16 0 8 0
"LOC111100643" 0 1 0 0 0 0 7 0 0 1 0 1 0 0 0 0 0 2 0 5 0 3 0 0
"LOC111100644" 0 0 0 0 4 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
"LOC111100645" 2 1 1 0 1 1 0 2 5 2 2 4 4 13 2 2 2 2 5 0 1 0 0 10
"LOC111100646" 0 1 3 1 2 1 0 0 0 1 0 3 0 0 0 0 0 0 0 0 1 0 0 0
"LOC111100647" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100648" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100649" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"LOC111100650" 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100651" 0 0 2 0 0 1 0 1 2 0 0 0 1 0 1 1 0 2 0 0 0 0 0 0
"LOC111100652" 12 7 12 7 23 7 8 7 19 8 18 8 12 5 9 8 16 15 7 7 4 9 14 26
"LOC111100653" 0 0 1 0 0 0 0 2 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1
"LOC111100654" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100655" 0 0 1 1 2 1 0 0 0 2 1 4 1 0 0 1 0 0 0 0 0 0 1 1
"LOC111100656" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"LOC111100657" 0 0 0 0 0 4 0 0 0 1 0 0 1 0 0 0 0 0 1 0 2 0 0 0
"LOC111100658" 0 0 3 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0
"LOC111100659" 2 1 0 0 0 2 1 0 0 0 1 8 0 1 1 0 2 0 0 0 0 1 9 0
"LOC111100660" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0
"LOC111100661" 10 0 1 0 0 2 4 4 5 0 7 14 0 0 2 0 13 0 0 2 0 2 23 1
"LOC111100662" 1 0 0 0 0 0 0 0 0 1 1 1 1 0 1 0 0 3 0 0 1 0 0 0
"LOC111100663" 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0
"LOC111100664" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"LOC111100665" 117 51 51 38 135 120 47 1 160 1 44 48 98 56 11 83 1 110 116 11 125 4 96 59
"LOC111100666" 0 1 0 2 1 3 6 9 10 3 1 1 1 6 4 1 5 4 4 30 4 4 1 1
"LOC111100667" 0 0 0 0 0 0 1 0 0 0 1 9 10 9 1 0 0 1 0 0 0 1 0 0
"LOC111100668" 14 30 18 11 25 20 14 22 24 30 18 21 13 20 17 19 17 21 16 24 17 28 21 28
"LOC111100669" 0 4 1 4 0 0 0 0 1 2 2 1 0 0 2 4 0 4 1 0 0 0 0 0
"LOC111100670" 1 0 0 0 0 0 0 2 0 0 4 1 0 0 0 0 1 0 0 0 2 1 1 0
"LOC111100671" 2 1 3 1 2 0 3 1 1 4 1 1 3 0 1 2 1 0 0 1 0 1 0 2
"LOC111100672" 0 0 0 0 6 0 1 0 0 0 1 0 3 0 0 4 0 2 0 0 0 1 0 1
"LOC111100673" 0 3 1 0 3 0 0 2 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0
"LOC111100674" 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0
"LOC111100675" 0 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 1 0
"LOC111100676" 1 2 14 3 6 16 5 0 3 3 12 0 7 5 2 4 0 2 8 3 0 3 3 2
"LOC111100677" 2 1 0 0 0 0 1 0 5 1 1 1 0 0 1 0 0 0 3 0 4 0 2 4
"LOC111100678" 0 2 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100679" 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"LOC111100680" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100681" 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100682" 4 2 2 15 9 0 3 3 2 2 6 7 22 2 13 4 9 2 0 3 0 4 2 2
"LOC111100683" 25 9 18 11 17 15 10 22 11 14 14 14 11 8 8 16 11 23 6 11 8 19 15 13
"LOC111100684" 4 8 2 0 7 4 3 2 3 3 6 1 9 1 0 4 3 2 1 3 3 7 8 3
"LOC111100685" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100686" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100687" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"LOC111100688" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100689" 6 3 0 0 1 4 0 4 0 9 1 0 0 0 10 0 0 0 2 5 2 0 0 0
"LOC111100690" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100691" 11 13 7 7 14 14 20 22 7 18 10 12 16 11 10 6 9 23 10 8 10 18 14 12
"LOC111100692" 0 0 0 1 2 0 0 2 2 0 0 0 0 0 0 0 0 0 1 0 5 1 1 2
"LOC111100693" 5 9 0 6 6 5 5 4 6 10 6 6 11 7 4 10 6 3 10 1 1 410 3 12
"LOC111100694" 0 7 7 13 10 0 35 13 1 2 0 22 3 3 0 4 10 5 4 1 1 1 7 1
"LOC111100695" 0 1 1 1 0 0 5 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0
"LOC111100696" 8 13 0 34 37 7 12 3 20 174 11 9 47 1 1 9 12 3 49 11 7 13 13 14
"LOC111100697" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2
"LOC111100698" 1 0 0 0 0 0 3 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0
"LOC111100699" 1 1 0 0 0 2 2 0 2 0 1 1 0 0 0 1 0 2 1 7 0 4 1 1
"LOC111100700" 0 2 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 2 1
"LOC111100701" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"LOC111100702" 0 2 1 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"LOC111100703" 0 0 4 0 0 0 0 0 0 0 1 0 0 6 1 0 0 0 0 0 0 2 0 0
"LOC111100704" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"LOC111100705" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0
"LOC111100706" 0 15 16 18 40 20 11 3 22 23 10 17 13 21 8 13 8 24 17 1 0 18 13 11
"LOC111100707" 0 0 2 0 0 1 0 1 0 1 1 0 0 0 5 0 1 0 0 0 2 0 0 0
"LOC111100708" 12 34 12 11 29 17 10 20 21 13 14 11 35 10 16 10 6 38 6 8 14 32 26 48
"LOC111100709" 0 4 2 0 0 4 0 0 5 0 0 0 2 0 1 0 0 0 1 0 3 8 12 0
"LOC111100710" 0 0 0 0 1 0 2 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0
"LOC111100711" 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100712" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100713" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"LOC111100714" 16 17 12 3 14 10 10 5 14 19 6 9 7 3 8 15 18 16 14 10 5 20 15 10
"LOC111100715" 0 11 0 3 0 0 0 1 0 2 1 1 0 0 0 0 1 0 2 0 0 5 0 0
"LOC111100716" 0 0 2 0 0 2 4 0 1 3 2 0 0 1 0 0 0 0 0 0 1 2 0 0
"LOC111100717" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"LOC111100718" 4 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"LOC111100719" 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"LOC111100720" 3 3 4 5 2 3 6 3 2 7 2 0 0 4 0 4 2 5 3 0 7 4 6 5
"LOC111100721" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0
"LOC111100722" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1
"LOC111100723" 2 4 6 4 4 5 0 9 3 10 3 3 5 4 5 3 4 8 6 2 1 6 5 7
"LOC111100724" 5 12 6 10 9 8 10 6 5 6 5 6 7 4 4 15 4 10 2 9 4 5 4 11
"LOC111100725" 0 0 0 0 0 0 1 0 0 0 1 1 0 1 0 1 0 1 0 0 0 0 0 10
"LOC111100726" 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 2 0 0 0 1 0 0 0
"LOC111100727" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
"LOC111100728" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"LOC111100729" 0 4 2 6 2 2 7 12 5 1 0 2 1 2 0 0 1 2 9 1 1 0 3 1
"LOC111100730" 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1
"LOC111100731" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
"LOC111100732" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100733" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100734" 0 0 1 0 0 13 0 2 2 0 0 4 2 1 0 1 0 2 1 2 0 0 1 0
"LOC111100735" 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"LOC111100736" 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 5
"LOC111100737" 5 3 2 10 10 7 7 4 3 3 2 10 4 5 6 2 2 6 3 5 0 5 1 4
"LOC111100738" 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100739" 2 1 1 4 0 1 2 8 0 1 13 3 2 4 2 0 2 0 1 1 1 2 1 2
"LOC111100740" 5 5 3 2 6 3 7 3 5 10 9 1 1 4 4 1 2 0 0 4 1 5 0 2
"LOC111100741" 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 1 4 1 0 0 0 0 0
"LOC111100742" 0 1 0 0 1 1 3 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"LOC111100743" 4 0 3 9 12 1 0 1 4 0 3 6 9 16 1 0 4 0 5 0 1 2 2 3
"LOC111100744" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100745" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100746" 1 0 0 7 0 41 3 21 19 6 5 9 10 0 2 0 28 0 2 15 0 1 0 7
"LOC111100747" 0 0 7 27 8 1 0 10 0 0 9 0 0 195 54 0 1 0 45 2 5 0 1 0
"LOC111100748" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
"LOC111100749" 2 4 1 1 4 2 1 2 5 2 1 1 2 3 3 4 3 0 0 3 5 3 14 0
"LOC111100750" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
"LOC111100751" 0 0 0 0 0 0 0 0 0 0 0 1 2 1 0 0 0 0 0 0 0 0 0 0
"LOC111100752" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 2 0 0 0 1 0
"LOC111100753" 31 0 3 11 1 7 1 0 0 160 58 0 0 1 1 30 0 2 2 5 0 0 21 0
"LOC111100754" 0 0 0 0 0 0 2 1 3 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0
"LOC111100755" 1 9 13 2 1 2 37 0 9 4 0 0 0 5 0 2 6 0 0 10 59 0 8 0
"LOC111100756" 45 64 40 56 62 59 39 56 53 43 35 41 81 47 51 31 42 89 46 37 37 49 48 71
"LOC111100757" 2 4 1 1 2 2 0 1 2 1 1 1 0 7 0 0 2 3 1 6 1 4 0 0
"LOC111100758" 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100759" 0 2 91 21 0 25 28 92 1 7 43 1 3 0 3 17 38 13 6 17 47 30 0 2
"LOC111100760" 0 0 0 0 0 0 0 1 2 3 0 11 0 0 0 0 0 1 0 3 0 0 1 1
"LOC111100761" 0 0 2 8 21 59 0 112 2 13 1 23 1 2 55 0 0 2 0 1 0 0 1 0
"LOC111100762" 0 18 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0
"LOC111100763" 0 1 5 1 0 0 0 2 2 4 0 0 1 0 0 1 0 2 0 0 0 0 0 3
"LOC111100764" 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 2 0 0 0
"LOC111100765" 3 13 14 8 12 17 9 6 10 13 21 8 21 7 4 3 6 23 10 6 16 4 15 21
"LOC111100766" 12 1 0 1 5 1 2 1 0 3 30 3 41 17 3 0 0 12 0 1 0 3 1 8
"LOC111100767" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100768" 5 5 3 3 6 2 4 2 3 2 5 3 3 0 1 2 1 6 1 3 5 2 0 7
"LOC111100769" 1 4 0 1 0 0 1 0 1 3 0 0 0 0 0 2 0 2 0 1 0 0 2 1
"LOC111100770" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
