"RNA17005" "RNA17007" "RNA17013" "RNA17019" "RNA17069" "RNA17070" "RNA17072" "RNA17079" "RNA17090" "RNA17094" "RNA17099" "RNA17108" "RNA17122" "RNA17130" "RNA17142" "RNA17145" "RNA17162" "RNA17174" "RNA17176" "RNA17178" "RNA17181" "RNA17203" "RNA17211" "RNA17213"
"LOC111099426" 11 12 19 14 29 22 11 6 4 10 33 7 8 7 12 12 8 7 45 11 10 21 10 12
"LOC111099427" 6 4 2 4 11 7 4 1 9 4 8 3 10 2 2 3 1 1 6 2 4 9 4 7
"LOC111099428" 1 1 2 0 0 0 0 2 0 0 0 0 2 0 1 1 0 0 0 0 0 2 0 1
"LOC111099429" 1 1 0 1 0 0 0 1 1 0 1 0 0 0 1 0 2 2 12 3 1 1 0 7
"LOC111099430" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0
"LOC111099431" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099432" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099433" 0 1 1 0 3 1 0 3 0 1 2 0 0 1 0 0 2 0 2 0 1 0 0 0
"LOC111099434" 0 14 0 0 0 4 1 0 0 3 3 0 0 16 2 3 0 1 0 0 1 0 2 0
"LOC111099435" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099436" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"LOC111099437" 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099438" 1 0 0 1 0 0 1 0 0 0 2 0 0 7 1 1 0 1 0 0 0 0 0 0
"LOC111099439" 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 3 0 0
"LOC111099440" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099441" 0 1 0 1 1 2 0 3 0 6 3 0 0 0 2 0 0 18 3 0 0 0 0 0
"LOC111099442" 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 1 0 1 0 1 0 1 0 1
"LOC111099443" 0 1 2 1 5 1 1 1 2 2 2 2 0 1 1 2 3 2 2 0 0 4 3 6
"LOC111099444" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
"LOC111099445" 1 0 0 0 2 1 0 0 1 1 2 0 0 0 2 0 0 0 1 1 0 0 0 0
"LOC111099446" 2 3 3 2 7 4 4 4 3 1 5 0 5 1 0 3 3 5 4 4 8 3 1 7
"LOC111099447" 0 1 3 0 1 1 0 0 2 0 0 0 6 3 0 0 0 9 0 0 0 0 0 0
"LOC111099448" 0 0 0 0 0 0 0 0 0 0 0 0 10 4 0 0 1 0 0 0 0 0 0 0
"LOC111099449" 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099450" 0 1 6 0 0 0 2 0 3 6 1 1 2 2 2 3 0 7 0 0 28 1 0 0
"LOC111099451" 1 0 1 1 2 0 0 1 0 0 0 1 0 0 1 0 0 2 8 0 2 0 0 1
"LOC111099452" 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099453" 0 0 0 1 2 0 1 2 0 0 0 0 0 0 0 0 1 3 0 3 12 3 4 1
"LOC111099454" 0 0 1 0 2 0 1 2 2 1 2 2 1 1 1 3 0 1 0 0 0 0 1 3
"LOC111099455" 0 0 0 2 0 0 0 0 1 1 0 0 0 1 0 0 1 7 1 0 9 1 3 0
"LOC111099456" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099457" 5 29 0 1 2 1 0 0 31 12 0 1 3 3 0 0 0 1 0 1 15 10 24 0
"LOC111099458" 1 2 1 5 1 12 3 2 1 3 0 0 4 5 3 1 2 0 3 4 2 3 0 4
"LOC111099459" 0 0 2 3 3 0 2 0 1 2 3 0 0 2 1 3 2 9 0 4 0 3 0 2
"LOC111099460" 0 1 1 0 3 0 0 1 0 2 3 1 1 0 0 0 2 2 3 0 1 0 0 1
"LOC111099461" 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 2 2 1
"LOC111099462" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"LOC111099463" 2 4 1 9 1 0 2 1 1 0 0 0 0 0 0 0 0 2 0 2 0 1 0 0
"LOC111099464" 0 0 1 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 1 3 0 0
"LOC111099465" 9 2 0 17 0 4 1 0 0 0 1 0 0 14 1 0 0 5 0 1 0 2 9 0
"LOC111099466" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"LOC111099467" 1 0 6 0 5 0 3 0 2 0 2 0 0 0 0 1 2 0 3 0 0 1 2 1
"LOC111099468" 0 0 0 0 1 4 0 0 0 0 0 0 0 3 2 3 0 1 0 0 2 0 0 2
"LOC111099469" 1 0 0 1 0 1 2 0 2 0 0 0 1 2 1 3 0 1 0 0 0 1 0 4
"LOC111099470" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"LOC111099471" 30 51 24 31 27 27 15 16 23 28 28 13 16 16 16 8 20 35 30 17 20 18 16 37
"LOC111099472" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099473" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"LOC111099474" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099475" 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
"LOC111099476" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2 0 0 0 1 0 1 0
"LOC111099477" 0 1 0 0 1 0 0 1 0 0 0 1 1 0 0 2 0 2 0 0 1 2 1 6
"LOC111099478" 59 31 19 28 22 10 42 31 26 24 27 33 18 18 11 30 38 45 62 38 15 36 28 97
"LOC111099479" 32 25 24 18 16 16 19 20 23 15 27 18 5 32 15 18 16 24 22 17 20 29 22 23
"LOC111099480" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099481" 0 1 4 0 0 0 2 1 0 0 2 0 0 1 0 0 1 0 0 0 0 0 0 0
"LOC111099482" 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"LOC111099483" 11 28 17 8 23 7 13 13 21 12 25 13 13 15 14 10 13 30 4 10 15 30 21 24
"LOC111099484" 0 7 2 0 7 3 0 7 4 2 1 1 3 6 1 0 1 1 1 4 1 3 3 2
"LOC111099485" 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 0 0 0 0 0 0 0 0
"LOC111099486" 0 0 0 0 0 3 0 0 0 0 4 1 0 0 2 0 0 0 0 1 0 0 0 0
"LOC111099487" 1 2 1 0 1 0 1 0 3 0 0 0 0 0 0 3 2 1 1 0 0 0 0 0
"LOC111099488" 2 0 0 0 0 0 6 1 0 0 1 0 0 21 0 0 0 0 0 0 0 0 0 0
"LOC111099489" 0 4 2 2 1 9 1 0 1 10 0 1 2 0 0 3 1 1 11 1 0 1 6 5
"LOC111099490" 0 0 0 1 0 0 0 0 0 1 2 0 0 10 1 0 0 0 0 2 0 1 5 3
"LOC111099491" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099492" 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1
"LOC111099493" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"LOC111099494" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"LOC111099495" 0 0 0 0 0 1 0 0 2 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
"LOC111099496" 1 0 1 1 1 1 2 0 1 3 1 1 4 2 0 3 0 3 0 0 2 2 7 1
"LOC111099497" 0 0 0 0 0 0 0 0 1 0 1 0 2 0 0 0 0 2 0 0 0 0 0 1
"LOC111099498" 1 5 2 2 1 0 1 0 0 2 10 0 0 6 0 2 2 0 6 0 0 3 6 0
"LOC111099499" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
"LOC111099500" 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1
"LOC111099501" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099502" 1 0 2 0 1 0 0 0 1 1 0 1 0 0 3 0 5 0 0 1 51 0 0 2
"LOC111099503" 0 0 2 0 0 1 1 0 1 0 3 0 0 0 0 0 0 4 1 3 0 1 0 0
"LOC111099504" 0 1 1 1 0 0 1 0 0 2 0 0 0 2 0 0 0 2 1 2 0 0 0 2
"LOC111099505" 1 0 0 0 2 0 1 0 4 3 2 0 0 0 0 0 6 0 2 0 0 0 1 0
"LOC111099506" 0 0 2 0 0 2 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1
"LOC111099507" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099508" 0 0 0 0 3 0 4 0 1 0 0 2 0 1 0 3 0 1 1 2 0 1 0 0
"LOC111099509" 21 19 7 4 7 18 10 7 13 7 10 10 4 0 0 8 10 14 7 1 7 10 11 14
"LOC111099510" 0 0 2 0 0 0 0 0 5 0 0 1 0 0 1 0 1 1 1 0 4 0 0 0
"LOC111099511" 1 5 1 5 3 2 10 5 2 7 4 2 4 6 3 9 5 11 2 1 3 3 2 3
"LOC111099512" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"LOC111099513" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"LOC111099514" 0 0 2 0 0 0 0 2 0 1 1 0 0 1 0 0 0 0 2 0 0 3 0 1
"LOC111099515" 0 0 0 0 0 0 0 2 2 0 0 1 0 0 0 0 2 0 0 0 1 0 0 0
"LOC111099516" 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0
"LOC111099517" 4 5 0 3 4 2 3 3 3 1 1 2 2 2 5 6 2 5 4 2 1 4 1 5
"LOC111099518" 4 5 12 0 0 0 3 2 3 5 6 4 11 5 3 6 0 1 2 4 0 4 3 4
"LOC111099519" 11 7 13 6 8 7 10 1 5 14 9 3 5 3 2 6 5 5 5 4 0 6 10 6
"LOC111099520" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099521" 5 6 4 1 9 1 1 0 3 6 5 0 4 5 1 1 0 9 3 4 2 5 3 5
"LOC111099522" 0 8 9 6 4 4 5 6 7 3 5 1 7 5 4 4 7 6 4 4 4 5 4 9
"LOC111099523" 4 7 12 8 7 8 15 7 7 5 7 8 7 8 10 3 8 6 9 3 3 13 2 14
"LOC111099524" 10 8 21 17 28 48 77 37 6 31 24 15 7 17 8 8 77 47 12 20 11 10 25 8
"LOC111099525" 2 1 2 5 0 5 0 1 5 2 2 1 3 2 3 1 1 0 12 3 1 0 0 0
"LOC111099526" 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 1 3 1 0 0 0 0
"LOC111099527" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099528" 2 1 3 0 1 4 5 3 1 1 13 1 0 0 0 3 3 2 0 1 0 3 2 4
"LOC111099529" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099530" 5 0 2 0 1 0 0 0 1 0 1 0 0 2 1 0 0 1 0 0 1 0 2 0
"LOC111099531" 0 0 3 2 2 4 1 0 1 0 0 2 1 2 0 1 2 3 1 2 1 4 2 0
"LOC111099532" 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"LOC111099533" 0 0 1 3 0 1 0 1 0 0 1 0 1 1 1 1 0 0 0 0 0 2 0 1
"LOC111099534" 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 1 2 1 0 1 0 0 0 0
"LOC111099535" 0 0 3 0 0 0 2 0 0 2 0 0 2 1 0 4 0 0 8 0 1 4 0 0
"LOC111099536" 0 0 0 0 3 0 0 0 0 1 0 0 2 0 0 0 0 1 0 0 0 1 0 0
"LOC111099537" 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 1 0 1 0 0 0 0
"LOC111099538" 0 3 1 1 0 1 2 1 1 1 4 1 0 1 2 0 2 0 2 0 4 1 6 0
"LOC111099539" 0 1 0 1 2 0 0 0 0 2 0 1 0 0 0 0 15 0 0 0 2 0 0 0
"LOC111099540" 0 0 5 1 1 7 1 0 0 0 9 11 1 1 4 0 1 10 0 5 7 1 1 1
"LOC111099541" 0 0 1 1 2 1 0 0 0 0 1 0 0 0 0 0 1 2 0 3 1 6 0 1
"LOC111099542" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099543" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
"LOC111099544" 2 5 1 1 4 0 5 2 2 2 2 3 2 1 6 2 1 9 1 2 2 5 4 5
"LOC111099545" 7 5 1 1 3 0 2 2 2 1 1 1 4 1 4 3 2 4 0 1 0 8 4 3
"LOC111099546" 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 0 0 0 0 0 0 0 0
"LOC111099547" 0 0 0 2 2 1 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 2 0 1
"LOC111099548" 2 13 9 4 6 3 7 6 8 6 9 4 339 4 6 11 4 4 8 6 2 5 8 5
"LOC111099549" 13 10 8 16 11 0 7 0 0 3 22 9 14 7 4 9 6 1 21 5 0 0 9 8
"LOC111099550" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0
"LOC111099551" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099552" 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 1 0 3 1 0 1 0 1 2
"LOC111099553" 3 0 8 0 0 0 3 0 0 0 1 0 0 0 0 0 0 0 1 2 0 0 1 4
"LOC111099554" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099555" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099556" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0
"LOC111099557" 2 3 3 1 10 1 5 3 3 3 4 5 5 3 4 1 7 4 2 5 2 4 1 7
"LOC111099558" 0 0 0 0 0 1 0 0 2 2 1 0 0 1 0 0 1 0 0 0 0 0 0 0
"LOC111099559" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099560" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0
"LOC111099561" 5 35 1 0 2 27 2 0 0 3 5 18 6 4 2 3 2 13 4 1 0 6 32 2
"LOC111099562" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099563" 0 2 1 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"LOC111099564" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099565" 1 2 0 2 0 2 6 0 3 3 2 2 0 3 2 0 2 0 0 0 0 10 1 3
"LOC111099566" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099567" 20 3 1 1 0 1 1 1 1 2 2 1 4 1 3 7 0 4 1 1 2 6 2 12
"LOC111099568" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099569" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099570" 1 2 2 26 2 21 37 8 106 2 9 13 3 1 16 5 17 0 6 12 2 0 1 2
"LOC111099571" 0 1 0 1 1 1 1 2 1 1 0 0 1 1 2 1 0 3 2 1 1 0 2 1
"LOC111099572" 1 4 4 0 0 6 0 5 0 1 1 9 0 1 3 0 2 7 1 0 2 2 4 13
"LOC111099573" 4 2 7 2 4 3 8 3 5 5 3 5 14 2 2 5 5 10 8 0 6 6 2 7
"LOC111099574" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"LOC111099575" 0 2 1 0 4 0 1 1 0 3 4 0 2 0 3 3 1 0 2 0 0 0 1 1
"LOC111099576" 3 0 6 0 0 6 0 4 0 4 1 6 0 4 20 0 5 7 0 0 13 4 2 2
"LOC111099577" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099578" 0 1 0 0 0 0 1 0 0 0 0 0 0 3 0 6 0 0 0 4 0 0 0 0
"LOC111099579" 2 1 0 2 0 0 1 0 1 2 1 1 1 0 0 4 1 3 0 6 1 3 0 0
"LOC111099580" 20 6 5 6 5 7 7 6 5 11 10 4 13 1 12 3 5 12 12 3 4 7 7 14
"LOC111099581" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"LOC111099582" 4 6 4 3 6 11 2 2 4 5 2 7 4 0 6 3 3 3 3 0 2 4 2 6
"LOC111099583" 0 0 2 0 0 1 0 1 0 0 2 1 2 0 0 0 1 5 0 0 0 2 0 3
"LOC111099584" 0 0 1 0 2 0 2 0 0 0 0 1 0 1 0 0 1 1 0 0 1 0 0 2
"LOC111099585" 5 15 27 4 21 22 13 17 22 21 18 29 27 15 17 8 16 24 15 10 12 14 6 26
"LOC111099586" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0
"LOC111099587" 1 21 0 1 2 4 1 2 3 0 5 0 0 2 2 3 2 0 0 2 4 0 5 2
"LOC111099588" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099589" 5 4 2 5 9 1 1 3 2 4 2 2 4 7 2 4 5 4 1 4 2 5 0 5
"LOC111099590" 0 1 1 0 2 1 0 1 0 1 0 0 0 0 4 1 3 1 1 0 0 6 2 0
"LOC111099591" 0 5 5 2 2 1 4 0 1 7 1 2 0 3 3 9 1 14 0 1 0 5 0 1
"LOC111099592" 8 12 13 8 6 4 4 4 13 8 2 9 5 9 8 21 12 11 11 2 6 28 16 4
"LOC111099593" 3 6 1 3 17 2 7 2 2 4 4 5 4 2 1 3 4 5 4 4 1 14 8 8
"LOC111099594" 6 4 3 3 5 3 3 2 0 3 1 5 0 6 1 4 0 5 5 3 0 0 1 5
"LOC111099595" 0 0 0 0 0 0 0 0 3 0 0 0 0 3 0 0 0 1 0 0 0 0 1 2
"LOC111099596" 0 8 2 3 2 1 2 1 1 2 3 1 4 2 2 2 3 5 1 1 0 0 0 2
"LOC111099597" 2 4 3 1 1 4 0 2 0 0 0 0 2 0 0 1 0 0 1 1 1 1 0 1
"LOC111099598" 0 1 4 0 1 1 6 2 0 0 0 0 4 0 3 1 0 1 0 0 0 0 0 1
"LOC111099599" 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099600" 1 1 0 1 3 3 2 1 9 1 0 1 1 6 4 2 0 4 2 2 0 5 9 1
"LOC111099601" 3 0 2 1 0 3 0 0 1 2 0 1 4 1 2 5 0 0 0 2 1 2 0 1
"LOC111099602" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099603" 44 7 23 29 28 16 36 12 24 28 28 110 35 98 14 17 11 50 14 14 19 72 23 19
"LOC111099604" 1 3 3 4 1 1 1 2 0 2 5 3 6 1 1 5 5 3 1 2 2 3 1 4
"LOC111099605" 0 0 0 0 0 2 0 0 2 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0
"LOC111099606" 0 0 0 4 0 0 0 0 0 0 0 0 1 3 0 0 0 10 0 0 0 0 0 0
"LOC111099607" 0 1 0 1 0 0 0 0 2 1 0 0 1 0 0 0 2 1 0 0 0 2 0 0
"LOC111099608" 2 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 1 4 0 5 3 0 1 2
"LOC111099609" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099610" 11 16 6 7 12 16 5 7 5 7 7 14 5 5 4 9 3 10 8 10 4 14 6 12
"LOC111099611" 1 5 5 4 7 1 2 2 2 2 8 4 1 2 3 5 2 4 5 3 1 3 2 4
"LOC111099612" 4 2 0 3 2 3 1 1 6 5 13 1 4 2 1 0 1 6 3 4 1 2 2 5
"LOC111099613" 3 7 3 4 9 4 0 3 4 4 2 4 1 3 4 4 5 5 2 8 5 4 4 8
"LOC111099614" 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 2 0 2 0 0 1 0 0 0
"LOC111099615" 3 0 0 10 19 1 0 1 16 0 10 16 0 48 2 0 5 1 6 1 2 2 3 10
"LOC111099616" 5 1 1 0 3 1 0 9 2 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0
"LOC111099617" 2 9 1 2 6 1 0 0 5 3 0 0 0 1 1 1 3 2 1 5 0 9 2 7
"LOC111099618" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"LOC111099619" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"LOC111099620" 4 5 1 1 0 0 1 2 3 1 6 0 0 0 0 2 0 0 1 0 0 2 0 0
"LOC111099621" 2 2 1 3 2 3 9 0 3 1 18 2 0 0 2 0 0 5 0 3 1 4 1 5
"LOC111099622" 0 3 0 0 2 1 1 0 0 0 2 0 3 1 0 1 0 1 0 0 0 2 0 0
"LOC111099623" 3 4 4 3 7 2 1 0 8 5 5 1 0 4 2 6 0 1 2 8 3 3 14 0
"LOC111099624" 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0
"LOC111099625" 0 0 1 3 0 0 0 1 0 0 0 1 4 2 1 0 0 0 2 0 0 1 0 1
"LOC111099626" 2 1 1 1 1 1 1 1 0 1 2 0 1 3 0 3 1 5 0 4 0 0 1 4
"LOC111099627" 6 53 9 13 1 13 4 3 2 6 2 11 4 8 1 29 1 9 25 8 3 7 0 1
"LOC111099628" 0 1 0 0 1 2 0 0 2 2 0 0 0 0 0 2 0 2 1 0 1 1 0 2
"LOC111099629" 42 30 33 49 13 88 10 22 13 6 14 71 13 63 12 143 3 48 52 6 25 44 10 1
"LOC111099630" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099631" 111 54 35 12 110 15 6 26 17 28 73 14 13 18 17 40 16 40 23 24 8 54 31 51
"LOC111099632" 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 1 0
"LOC111099633" 2 1 1 1 0 3 0 0 0 1 1 0 0 2 0 1 0 0 0 0 1 0 1 1
"LOC111099634" 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099635" 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"LOC111099636" 0 0 1 0 0 4 0 0 9 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"LOC111099637" 0 0 0 1 2 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099638" 2 2 5 1 1 0 1 2 1 2 0 3 5 0 6 1 0 2 2 3 1 5 2 3
"LOC111099639" 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"LOC111099640" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099641" 1 0 0 0 0 0 0 0 0 0 5 2 0 0 0 0 1 3 0 1 0 2 0 0
"LOC111099642" 5 0 3 3 1 5 5 3 1 1 3 2 3 7 4 0 3 1 5 2 2 0 6 3
"LOC111099643" 0 1 5 2 1 2 2 1 2 3 0 1 0 1 1 1 4 1 3 5 3 0 3 3
"LOC111099644" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099645" 2 1 3 4 1 1 0 0 0 0 0 5 2 1 1 2 5 1 4 0 1 0 1 2
"LOC111099646" 0 2 2 4 12 15 5 0 2 1 2 4 1 2 2 2 6 0 3 5 0 2 3 9
"LOC111099647" 0 0 0 0 0 0 0 1 0 2 0 0 3 1 1 0 1 0 0 1 1 0 2 0
"LOC111099648" 1 0 0 1 2 1 0 0 0 0 0 1 1 2 0 0 1 0 0 1 2 2 1 0
"LOC111099649" 2 1 0 1 1 0 0 3 0 0 0 0 0 1 1 0 0 0 1 2 0 0 1 0
"LOC111099650" 1 1 0 4 1 7 2 2 0 0 3 3 1 1 1 2 3 1 1 1 2 6 0 2
"LOC111099651" 1 6 2 2 1 1 0 1 3 0 6 2 1 3 3 4 3 7 1 0 3 4 1 2
"LOC111099652" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0
"LOC111099653" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0
"LOC111099654" 0 0 0 1 1 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 1
"LOC111099655" 0 0 0 0 3 0 1 1 0 0 3 0 0 0 0 2 0 1 0 0 0 0 0 1
"LOC111099656" 1 0 0 0 1 0 0 2 0 0 0 1 0 0 0 2 0 0 0 1 0 0 0 0
"LOC111099657" 1 0 3 0 7 0 1 2 0 2 0 2 0 1 3 0 0 0 0 1 1 1 0 1
"LOC111099658" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099659" 4 4 1 3 6 0 5 2 5 6 6 7 7 4 3 1 2 1 4 2 2 3 2 4
"LOC111099660" 0 0 0 0 0 0 0 2 0 1 0 2 3 0 0 0 0 5 0 1 0 1 0 1
"LOC111099661" 1 1 0 0 2 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0
"LOC111099662" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111099663" 0 1 7 0 0 0 0 5 0 0 1 0 14 0 2 0 1 4 0 3 0 2 0 3
"LOC111099664" 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1
"LOC111099665" 0 2 1 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"LOC111099666" 1 0 1 0 0 8 1 0 2 0 1 1 1 0 0 0 1 1 0 2 0 0 0 2
"LOC111099667" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0
