"","RNA17005","RNA17007","RNA17013","RNA17019","RNA17069","RNA17070","RNA17072","RNA17079","RNA17090","RNA17094","RNA17099","RNA17108","RNA17122","RNA17130","RNA17142","RNA17145","RNA17162","RNA17174","RNA17176","RNA17178","RNA17181","RNA17203","RNA17211","RNA17213"
"LOC111099557",4.14997320753205,4.4320785605429,4.47791210200413,3.33738006045143,5.83879570052214,3.32794222433798,5.37029147414179,4.6076492876626,4.53604399677829,4.68102693076204,4.91518584969289,5.35638389465566,5.08431543100333,4.66092908974305,5.19030056646319,3.52874524143206,5.76347105320362,4.60151536382942,4.11255708220144,5.5774820120014,4.48067952358111,5.00331752165899,3.45009495785562,5.50887302486795
"LOC111099580",7.18559711726277,5.32516335662639,5.12998879858382,5.45285727787136,4.90590989638067,5.64987031922534,5.81775045111301,5.50073408374609,5.18812069335798,6.39723396476145,6.13757827102933,5.06687727746067,6.37977131452951,3.4385366684066,6.6642317547956,4.7511376627685,5.3160120762324,6.07544655216183,6.4344851770888,4.92540531542171,5.32867643013606,5.7402831158252,5.77202305274298,6.45996342438701
"LOC111099585",5.28747673128198,6.57891994887217,7.45191689347118,4.92234256117259,6.87274303244548,7.2348328199465,6.66574735766796,6.92957738254996,7.22054217105036,7.29993676340654,6.95471421387952,7.7795953253802,7.4062435258907,6.80777047807232,7.14965858196584,6.03124558196124,6.90097457695356,7.04630020650232,6.74482529770095,6.51036781614287,6.80260761846848,6.69137351534425,5.56557217527555,7.32990288382263
"LOC111099592",5.91550795389503,6.26857982826002,6.42544468210999,5.83988040098061,5.14691799588447,4.91290472505914,5.08078485694681,4.97021936704731,6.48357657688415,5.96113484995478,4.06718894313794,6.14487978946195,5.08431543100333,6.10150168112903,6.10783840627121,7.370047495413,6.50043664736983,5.95515231844412,6.31419094337109,4.43997848825147,5.85919114683484,7.66628253438142,6.90952657649291,4.77190743070175
"LOC111099593",4.63540003470229,5.32516335662639,3.25551968066768,4.55977248178788,6.57576129468834,4.06490781850419,5.81775045111301,4.12222246049236,4.05061716960805,5.04359701014675,4.91518584969289,5.35638389465566,4.79480881380835,4.17550226257281,3.60533806574203,4.7511376627685,5.02650545903742,4.89102198102441,4.96055398875639,5.28797539480642,3.74371392941491,6.69137351534425,5.9525952983848,5.68944527050977
"LOC111099603",8.30377854361108,5.53161423409382,7.22514603162416,7.63506060909211,7.27936829190812,6.78737384297528,8.10068441438451,6.44415055537972,7.34339891883589,7.70656202286918,7.57815086241531,9.68485483540979,7.77463093187072,9.47562598714182,6.87835656014845,7.07306575765587,6.38014241365212,8.0898018451389,6.64860998244165,6.97603138849168,7.444153647556,9.01330161023161,7.4197213088121,6.88738464812168
"LOC111099610",6.3516070687017,6.66911775784375,5.37099689808761,5.65930815533879,6.0903344675181,6.78737384297528,5.37029147414179,5.70718496121352,5.18812069335798,5.78056260431296,5.65215144385909,6.75493327114593,5.08431543100333,5.31300578632274,5.19030056646319,6.19171025415449,4.66393537965271,5.82390778516587,5.87809182856441,6.51036781614287,5.32867643013606,6.69137351534425,5.56557217527555,6.24583861903416
"LOC111099611",3.41300761336584,5.08415525712259,5.12998879858382,4.92234256117259,5.3533688733519,3.32794222433798,4.23278795039186,4.12222246049236,4.05061716960805,4.1956001035918,5.83272368950091,5.06687727746067,3.20984631308719,4.17550226257281,4.82773048707848,5.4032143593482,4.17850855248247,4.60151536382942,5.25006060595137,4.92540531542171,3.74371392941491,4.64074744227428,4.18706055202182,4.77190743070175
"LOC111099629",8.23743604878239,7.55546097604818,7.7366463704043,8.38177417980988,6.20136577990685,9.21058527369982,6.30317727828325,7.29214746193467,6.48357657688415,5.57411172684553,6.60324184337814,9.05682361279675,6.37977131452951,8.84225885445761,6.6642317547956,10.1086896673866,4.66393537965271,8.03150320457424,8.5048745049802,5.8184901115052,7.83117677066525,8.30912595118308,6.25744987991322,3.18694492998059
"LOC111099631",9.62894501256499,8.39290796326222,7.82030429945121,6.396273749505,9.23438083713481,6.6971760340037,5.61129957364559,7.5282148201682,6.85797209166565,7.70656202286918,8.94493319308694,6.75493327114593,6.37977131452951,7.06302753331439,7.14965858196584,8.28363274359553,6.90097457695356,7.77144036527173,7.34521783899171,7.73276023747931,6.24621426994409,8.6015768449936,7.84241238063438,8.28848295644265
"LOC111099677",4.997970114087,6.01704106126406,4.47791210200413,4.07434565461763,5.69440579118696,6.13529714639559,5.37029147414179,6.32385632166201,5.6355796703292,5.04359701014675,4.06718894313794,6.14487978946195,6.37977131452951,4.17550226257281,3.60533806574203,3.52874524143206,5.5570201757362,6.38578667277399,5.87809182856441,4.43997848825147,4.96610635075136,3.41835502093783,4.67248737919206,6.64637654861789
"LOC111099692",5.28747673128198,6.57891994887217,5.37099689808761,6.88170057667524,5.69440579118696,5.64987031922534,6.15878736894808,5.25972598424229,5.97661658816427,5.33310362734174,6.13757827102933,5.9844151172687,6.57908012275291,5.31300578632274,6.41269298779963,5.11370774215321,5.94404329884544,6.64104372801606,6.54551648947754,6.02494098897262,6.80260761846848,7.04284588584563,6.62001995929793,7.02824718396153
"LOC111099693",7.03749847827364,7.73324809526347,7.28526702406173,7.36712740384548,6.80403028236146,7.2348328199465,7.04014287244946,6.92957738254996,7.45660952928388,6.51752819847916,7.62790389761241,7.82768961358125,7.81470837124605,7.34542726401512,7.30577778388312,7.6717031952741,6.71456145272268,7.69837690308201,7.21689374201617,7.24733341030907,6.68231338475077,7.04284588584563,6.90952657649291,7.32990288382263
"LOC111099715",8.0178696715247,7.81454819736531,8.96517792883815,7.86094201650844,5.53394111899372,8.61334444320023,7.74374986966924,7.29214746193467,8.06853907760531,6.39723396476145,7.85378530502874,7.32321703072046,6.98243581698412,7.68646418185019,6.41269298779963,7.96615055373935,6.71456145272268,7.36232769995,6.4344851770888,8.00069344272595,4.96610635075136,6.22570994299544,8.34086588810086,8.56776671392152
"LOC111099722",7.11344733150693,6.14828559454231,6.95595939880877,7.03781977859252,6.87274303244548,7.10053172823491,7.46544870718213,6.19261178838376,6.48357657688415,6.62855951086791,6.78965496760903,5.80384287162688,6.57908012275291,8.00332128719013,6.10783840627121,5.11370774215321,8.75139822090305,7.84098129852481,7.76790891081399,6.64161234942112,6.40667894213734,6.22570994299544,6.72311345226203,6.95953443387752
"LOC111099740",6.78224142303156,4.79464863992761,3.99248527483389,5.21184917836757,4.61640327918569,5.20241134225412,5.61129957364559,5.88775720685534,4.53604399677829,5.57411172684553,5.44570056639166,5.35638389465566,5.32532353050713,4.66092908974305,5.19030056646319,5.64422245885199,4.17850855248247,5.6795178758307,4.59798390937168,5.5774820120014,6.06564202430227,5.00331752165899,4.18706055202182,5.06141404789673
"LOC111099746",4.14997320753205,5.08415525712259,4.84048218138884,4.07434565461763,4.90590989638067,3.32794222433798,4.23278795039186,4.97021936704731,4.53604399677829,5.78056260431296,4.55261577030818,4.70430719807596,4.79480881380835,5.31300578632274,5.47980718365817,5.4032143593482,5.3160120762324,5.6795178758307,5.25006060595137,4.92540531542171,3.74371392941491,5.7402831158252,5.03505745857677,3.9239105241468
"LOC111099797",4.997970114087,5.87265115192888,5.37099689808761,4.92234256117259,5.97004023380039,5.64987031922534,4.7182147775621,6.04822187904858,4.05061716960805,6.2659894314832,4.06718894313794,6.75493327114593,6.48286480749361,6.37713612374246,3.60533806574203,5.11370774215321,5.94404329884544,4.23894528444471,6.91991200425904,7.73276023747931,4.96610635075136,5.92085536146702,5.03505745857677,4.40933735131704
"LOC111099821",6.47190130241941,5.08415525712259,5.57744777555504,6.396273749505,3.76840637263074,6.38683591339155,3.49582235622565,6.75449067599187,6.2522510307777,4.68102693076204,5.44570056639166,4.70430719807596,6.26874000214076,5.31300578632274,5.72081528316196,6.33610016348966,6.10450797103869,7.21295007591177,6.18294641009283,6.20551323461445,5.61818304733105,5.29282413885397,5.32456407577176,7.02824718396153
"LOC111099830",4.997970114087,5.53161423409382,5.12998879858382,6.00034507317386,5.83879570052214,5.44341944175792,4.23278795039186,5.50073408374609,3.31365157544184,4.1956001035918,4.91518584969289,5.35638389465566,5.08431543100333,4.17550226257281,4.34230365990824,5.4032143593482,4.17850855248247,5.33848095799563,6.64860998244165,5.28797539480642,4.48067952358111,5.29282413885397,4.67248737919206,5.30242214740053
"LOC111099901",8.33583975284338,6.66911775784375,5.37099689808761,7.03781977859252,5.53394111899372,5.44341944175792,7.40271295183417,7.95004148510968,4.53604399677829,7.0029550256494,6.3891170380253,6.14487978946195,6.66927793172449,6.60846166984891,7.30577778388312,5.64422245885199,7.06603382322405,6.98617921406475,5.49106870545517,3.70301289408526,6.55106885147251,7.25965727491877,7.22268446175254,6.55617873964631
"LOC111099929",5.28747673128198,6.83417700411425,7.69292499297498,4.07434565461763,6.20136577990685,6.6009607187444,3.49582235622565,7.47271970757649,6.2522510307777,8.38146664890314,8.61562556783398,8.95223471151955,7.69097300282381,8.84225885445761,7.06476968437933,7.22918495957315,7.21413246221319,11.3096412751156,8.97053807732901,7.5443151480662,8.92693575347068,7.19094452483476,7.64649217065912,5.06141404789673
"LOC111099982",6.3516070687017,6.91012585734755,6.88001054557547,5.83988040098061,6.20136577990685,6.13529714639559,4.7182147775621,5.25972598424229,7.08624107933877,6.39723396476145,6.95471421387952,7.02623529296333,6.37977131452951,5.94103700893578,6.54393752107789,7.07306575765587,5.76347105320362,6.78914236700519,5.87809182856441,6.20551323461445,5.85919114683484,6.96267553716164,5.77202305274298,7.02824718396153
"LOC111099995",7.31989820897436,5.53161423409382,6.95595939880877,3.33738006045143,7.46884609077183,6.26654167967384,7.40271295183417,7.35488321728263,6.37254526449541,6.12159952214802,6.26882280430759,7.451541127696,6.0172012351448,6.98285718463041,6.41269298779963,4.7511376627685,4.66393537965271,4.60151536382942,5.49106870545517,7.5443151480662,4.48067952358111,6.08132003366026,5.03505745857677,5.30242214740053
"LOC111100027",8.42795795483181,9.59626719243607,8.94668158522076,8.97158608019243,8.43516296451554,8.81979532066766,8.5402164755841,9.13121124371961,8.35804569480029,6.62855951086791,8.48672783465172,8.7917700393263,9.17177827225367,9.09197890701052,9.0971911620717,9.08333409310969,8.82236474225719,8.30195508197052,7.98045354619409,8.7762618761159,8.81696291144555,9.01330161023161,8.37292709733316,8.23133904933904
"LOC111100029",5.52848483078578,4.4320785605429,5.75802002119686,4.55977248178788,5.53394111899372,4.06490781850419,5.08078485694681,4.97021936704731,3.31365157544184,7.36552510503411,5.83272368950091,4.21888037090572,5.32532353050713,3.4385366684066,6.54393752107789,5.4032143593482,5.5570201757362,5.33848095799563,5.25006060595137,4.92540531542171,5.85919114683484,5.29282413885397,5.32456407577176,4.40933735131704
"LOC111100034",7.55596556720789,7.73324809526347,8.11350067579525,7.81850675018805,8.38899278308262,7.72025964711674,8.25070985838912,7.68293741496684,8.10372850606761,8.38146664890314,8.1203002795975,8.23680227890299,8.56739831770528,7.83085409118536,7.85326557918561,8.05230719748907,7.47129030171031,8.17305734878826,8.32978779842211,8.09533031686402,7.99164144285849,8.57485950661782,8.20498246001909,8.5906671160316
"LOC111100040",6.07597262608827,6.26857982826002,7.02810918456461,5.21184917836757,5.83879570052214,5.44341944175792,4.23278795039186,5.88775720685534,4.898614076163,5.04359701014675,5.20469246688787,5.35638389465566,4.79480881380835,7.27983892238754,5.47980718365817,4.7511376627685,3.44154295831626,5.1320300805282,4.96055398875639,6.20551323461445,5.85919114683484,5.7402831158252,4.67248737919206,5.84990994270302
"LOC111100043",5.91550795389503,6.37961114064877,6.52853817507409,6.00034507317386,6.20136577990685,4.91290472505914,5.61129957364559,4.97021936704731,5.97661658816427,4.68102693076204,4.06718894313794,6.14487978946195,5.71234665361638,5.02349916912776,4.82773048707848,6.58763893048563,5.76347105320362,4.89102198102441,4.11255708220144,5.8184901115052,4.96610635075136,5.53383223835777,5.32456407577176,5.84990994270302
"LOC111100047",5.73493570825321,6.75400665543026,5.91848469339011,6.00034507317386,6.30445927287095,6.95243308924578,5.99832269675483,5.25972598424229,5.81615191597102,6.62855951086791,6.60324184337814,5.80384287162688,6.37977131452951,5.76046476329396,6.10783840627121,5.85067333631942,6.10450797103869,7.31423341174895,6.54551648947754,5.5774820120014,6.91363893085722,7.38798137189431,6.90952657649291,6.81143579488838
"LOC111100085",7.31989820897436,7.85354232898118,6.52853817507409,7.24427065605995,7.71326481843828,7.02838194247907,6.86505616589137,6.92957738254996,6.93814244034963,7.36552510503411,7.85378530502874,7.02623529296333,6.14844576842305,7.46828401180065,6.77526306718434,6.80176373583847,7.34843355392478,7.31423341174895,7.07603120617632,6.97603138849168,6.80260761846848,7.44810236433189,7.07458582276341,7.53271976682232
"LOC111100092",8.92607719560521,8.25408025856491,8.29991380002613,7.94224211861029,9.12595837724882,8.94265206845319,8.5402164755841,7.77757428910491,7.83721353149885,9.32488312053677,8.64007861155852,8.88563696279053,8.59066809702812,8.54007469486866,8.3602255679055,7.92106266421082,8.72694517717851,9.13894949446799,8.05741552800898,8.38483693405901,8.95316729504386,8.02321707909669,8.94194805418529,8.54449693459867
"LOC111100148",4.997970114087,5.53161423409382,6.42544468210999,5.21184917836757,5.97004023380039,6.49786722578029,5.99832269675483,5.50073408374609,5.81615191597102,5.04359701014675,5.65215144385909,5.80384287162688,6.754166829311,4.17550226257281,4.82773048707848,5.4032143593482,5.5570201757362,7.87453385823584,5.69751958292259,4.92540531542171,6.06564202430227,6.4772487099914,5.77202305274298,6.3568699314229
"LOC111100154",7.50047045461618,7.55546097604818,6.95595939880877,7.03781977859252,7.27936829190812,6.26654167967384,7.04014287244946,6.75449067599187,7.22054217105036,7.48838185281965,7.17152560295267,7.10640564164731,6.66927793172449,6.98285718463041,7.22982893064982,7.6717031952741,7.21413246221319,6.64104372801606,7.14818099193216,7.89941010688876,7.11294773908063,7.38798137189431,8.13191899782936,7.43487244342418
"LOC111100158",4.14997320753205,5.08415525712259,6.6247534903334,6.00034507317386,5.69440579118696,5.64987031922534,6.43442181156151,3.38525686632615,4.53604399677829,5.04359701014675,6.26882280430759,6.94134639537681,6.26874000214076,5.02349916912776,5.47980718365817,3.52874524143206,4.17850855248247,3.01655286310827,4.96055398875639,4.43997848825147,6.55106885147251,5.53383223835777,5.03505745857677,5.30242214740053
