"","RNA17005","RNA17007","RNA17013","RNA17019","RNA17069","RNA17070","RNA17072","RNA17079","RNA17090","RNA17094","RNA17099","RNA17108","RNA17122","RNA17130","RNA17142","RNA17145","RNA17162","RNA17174","RNA17176","RNA17178","RNA17181","RNA17203","RNA17211","RNA17213"
"LOC111111145",3.16992500144231,2,2,2,1.58496250072116,2,4.16992500144231,2.32192809488736,2,2.58496250072116,4.52356195605701,0,1,3.90689059560852,3,3.70043971814109,0,1.58496250072116,2.8073549220576,0,2.58496250072116,2.32192809488736,2.58496250072116,1
"LOC111111171",3.16992500144231,4.32192809488736,2.8073549220576,4.08746284125034,3.58496250072116,3.4594316186373,3,4.08746284125034,3.4594316186373,4.32192809488736,3.70043971814109,3.32192809488736,3.58496250072116,3.90689059560852,3.16992500144231,3.58496250072116,2.8073549220576,3.32192809488736,4,3,4,3.8073549220576,4,4.16992500144231
"LOC111111179",4.16992500144231,4.08746284125034,2.8073549220576,2.58496250072116,3.32192809488736,2.58496250072116,2.8073549220576,3.32192809488736,3,2.32192809488736,3,2,3,3.58496250072116,2.32192809488736,2,4.16992500144231,1.58496250072116,1,2.8073549220576,3,2.8073549220576,1.58496250072116,3.8073549220576
"LOC111111183",4.32192809488736,1,2,3,2,2.58496250072116,1.58496250072116,2,1.58496250072116,2.32192809488736,1.58496250072116,1,2,1.58496250072116,1,2.58496250072116,1.58496250072116,1.58496250072116,0,1,0,3.4594316186373,2.32192809488736,3.8073549220576
"LOC111111213",2.58496250072116,3.32192809488736,3.8073549220576,0,3.58496250072116,3.4594316186373,2.32192809488736,2,4.24792751344359,2,3.16992500144231,1.58496250072116,3,3.16992500144231,3.32192809488736,2,2.8073549220576,3.16992500144231,2.58496250072116,1.58496250072116,0,3,3.4594316186373,3.8073549220576
"LOC111111218",1,2.58496250072116,3.8073549220576,3.90689059560852,2.32192809488736,3.58496250072116,0,0,2.8073549220576,2,0,2.32192809488736,2.32192809488736,2,1.58496250072116,0,1.58496250072116,3.16992500144231,2.32192809488736,1,0,0,2.58496250072116,1
"LOC111111223",3,2.8073549220576,3.58496250072116,3,3.8073549220576,3.70043971814109,4.24792751344359,3,4.8073549220576,4.08746284125034,3.58496250072116,3.8073549220576,4.4594316186373,3.16992500144231,2,3.16992500144231,3.8073549220576,4.52356195605701,3.32192809488736,2.58496250072116,2.32192809488736,4.32192809488736,3.8073549220576,3.58496250072116
"LOC111111251",2.58496250072116,2.8073549220576,3.16992500144231,2.8073549220576,1,3.16992500144231,2.58496250072116,2,2,3.16992500144231,3.58496250072116,3.58496250072116,2.32192809488736,2,0,3.70043971814109,1.58496250072116,3.16992500144231,0,4,1,1.58496250072116,4,4
"LOC111111285",4.16992500144231,3.90689059560852,3.8073549220576,3.58496250072116,4.39231742277876,4.16992500144231,3,3.8073549220576,4,3,4.16992500144231,3.70043971814109,4,4.95419631038687,3.4594316186373,4.39231742277876,3.70043971814109,4.08746284125034,4,3,2.58496250072116,4.32192809488736,3.90689059560852,4.24792751344359
"LOC111111297",4.58496250072116,5.35755200461808,4.52356195605701,4.32192809488736,4,4.4594316186373,3.58496250072116,4.24792751344359,4.24792751344359,4.90689059560852,5.24792751344359,3.8073549220576,3.8073549220576,4.08746284125034,4.24792751344359,4.64385618977472,3.90689059560852,4.70043971814109,4.39231742277876,4,3.58496250072116,4.85798099512757,4.8073549220576,4.4594316186373
"LOC111111311",3.90689059560852,1.58496250072116,3.16992500144231,3.90689059560852,3.32192809488736,4.24792751344359,3.32192809488736,3.8073549220576,2.32192809488736,2.32192809488736,3.4594316186373,3,2.58496250072116,3.8073549220576,3.70043971814109,2.8073549220576,4,3.8073549220576,0,0,4.08746284125034,3,2.58496250072116,2.58496250072116
"LOC111111319",2.32192809488736,3.58496250072116,2,1.58496250072116,1.58496250072116,3.90689059560852,2.58496250072116,3.16992500144231,3,2,2.8073549220576,1.58496250072116,2.8073549220576,2.32192809488736,3,0,3.32192809488736,3.32192809488736,1.58496250072116,2.32192809488736,2.8073549220576,0,2,2.8073549220576
"LOC111111358",5.20945336562895,3.58496250072116,2.32192809488736,3.90689059560852,4.08746284125034,3.32192809488736,2.32192809488736,4.85798099512757,3,4.4594316186373,3.4594316186373,2,3.70043971814109,1,2,1.58496250072116,3.8073549220576,2,3.58496250072116,3,1,2,4.4594316186373,3.58496250072116
"LOC111111367",5.93073733756289,6.16992500144231,4.64385618977472,4.75488750216347,3.4594316186373,3,5.28540221886225,1.58496250072116,6.58496250072116,5.78135971352466,2.32192809488736,6.28540221886225,5.58496250072116,4.08746284125034,5.24792751344359,5.70043971814109,4.16992500144231,4.24792751344359,3.32192809488736,4.58496250072116,3.90689059560852,1,2.8073549220576,2
"LOC111111374",2.8073549220576,2.8073549220576,2.32192809488736,4.39231742277876,3.90689059560852,3.58496250072116,2.32192809488736,3.58496250072116,2,4.32192809488736,4.16992500144231,2.58496250072116,4.95419631038687,3.16992500144231,2.32192809488736,0,3,2.58496250072116,1.58496250072116,2.32192809488736,4.85798099512757,2,2,3.58496250072116
"LOC111111392",3.32192809488736,4,3.16992500144231,3.70043971814109,4.16992500144231,4.16992500144231,4,4.24792751344359,4.24792751344359,4.32192809488736,3.70043971814109,3.58496250072116,3,3.70043971814109,4,2.32192809488736,3.32192809488736,3.90689059560852,4.4594316186373,3.16992500144231,3.16992500144231,3.90689059560852,4.16992500144231,4.16992500144231
"LOC111111393",1.58496250072116,1,3.58496250072116,4.32192809488736,1.58496250072116,3.58496250072116,4.4594316186373,3,3.16992500144231,1,3.16992500144231,3.4594316186373,2,3.4594316186373,3,2.58496250072116,3.4594316186373,3.16992500144231,2,2.32192809488736,2,3.16992500144231,3.32192809488736,1
"LOC111111394",5.08746284125034,6.32192809488736,5.64385618977472,7.39231742277876,5.61470984411521,5.8073549220576,7.06608919045777,6.28540221886225,5.7279204545632,5.95419631038687,5.83289001416474,5.95419631038687,5.49185309632967,6.71424551766612,4.95419631038687,4.8073549220576,6.56985560833095,6.70043971814109,6.06608919045777,5.88264304936184,6.04439411935845,5.70043971814109,6.59991284218713,6.22881869049588
"LOC111111419",3.4594316186373,1.58496250072116,5.20945336562895,4.64385618977472,3.16992500144231,3.32192809488736,3.32192809488736,4.75488750216347,2,2.8073549220576,1.58496250072116,4.32192809488736,4.39231742277876,4.08746284125034,1,3.16992500144231,4.16992500144231,4.24792751344359,3.90689059560852,4.52356195605701,3.58496250072116,4.08746284125034,4.08746284125034,4.16992500144231
"LOC111111432",3.70043971814109,3.32192809488736,2.32192809488736,4.08746284125034,4.24792751344359,3.8073549220576,3.32192809488736,2.32192809488736,2.58496250072116,3.70043971814109,4.52356195605701,3.16992500144231,2.32192809488736,1.58496250072116,4.95419631038687,2,3.32192809488736,2.58496250072116,3.8073549220576,6.14974711950468,4.16992500144231,2.58496250072116,3,3.4594316186373
"LOC111111438",4.58496250072116,6,5.04439411935845,3.8073549220576,5.61470984411521,4.75488750216347,4.24792751344359,4.08746284125034,5.90689059560852,4.39231742277876,4,3.8073549220576,5.49185309632967,4.24792751344359,3.90689059560852,4.08746284125034,3,5.6724253419715,4.8073549220576,3.32192809488736,3.8073549220576,5.49185309632967,4.52356195605701,6.58496250072116
"LOC111111442",3,2.32192809488736,4,3.4594316186373,4.08746284125034,3.58496250072116,3.90689059560852,3.90689059560852,2.58496250072116,3.4594316186373,3.16992500144231,2.58496250072116,4.16992500144231,3.8073549220576,3.70043971814109,3.16992500144231,3.16992500144231,3.32192809488736,3.4594316186373,3.4594316186373,2.8073549220576,4,3.32192809488736,4
"LOC111111461",4.70043971814109,3.4594316186373,2.58496250072116,2.32192809488736,4.24792751344359,3.58496250072116,3.32192809488736,3.16992500144231,2.32192809488736,3,5,3.32192809488736,3.32192809488736,2.58496250072116,2,4.24792751344359,3,4.75488750216347,4.08746284125034,3.4594316186373,3.8073549220576,2,3,4.32192809488736
"LOC111111485",4.8073549220576,4.95419631038687,4.08746284125034,3.70043971814109,3.70043971814109,4.24792751344359,1.58496250072116,3.58496250072116,3.70043971814109,4,2.58496250072116,3.8073549220576,2,3,1.58496250072116,1,3.16992500144231,3.16992500144231,3.90689059560852,2.8073549220576,3.32192809488736,3.58496250072116,3.90689059560852,3
"LOC111111487",3.16992500144231,3.4594316186373,3.32192809488736,4.39231742277876,4.32192809488736,3.8073549220576,3.90689059560852,4,3.90689059560852,3.8073549220576,4.90689059560852,3.8073549220576,3.58496250072116,2.8073549220576,4.32192809488736,2.8073549220576,3.16992500144231,4.39231742277876,3.16992500144231,4.4594316186373,3,3.32192809488736,3,4
"LOC111111504",3,1,2.8073549220576,6.24792751344359,1,4.16992500144231,2.32192809488736,4.75488750216347,2.32192809488736,4.95419631038687,3.16992500144231,3.16992500144231,2,1.58496250072116,5.8073549220576,0,3.32192809488736,3.58496250072116,3,3,3.32192809488736,1.58496250072116,5.7279204545632,2.8073549220576
"LOC111111505",3.32192809488736,2,2.8073549220576,2.8073549220576,2.58496250072116,3.70043971814109,2.58496250072116,3,2.32192809488736,3.4594316186373,1.58496250072116,2.58496250072116,3.16992500144231,3.8073549220576,3.16992500144231,3,2.58496250072116,4,1,1.58496250072116,2.8073549220576,2,2,2.58496250072116
"LOC111111509",3.32192809488736,3.70043971814109,3.32192809488736,6.4757334309664,2.8073549220576,3.58496250072116,3.4594316186373,3,3.70043971814109,3,3,3,3.4594316186373,3.70043971814109,2.58496250072116,3.58496250072116,3.16992500144231,4.4594316186373,3.32192809488736,2.8073549220576,1.58496250072116,3.4594316186373,3.32192809488736,4.39231742277876
"LOC111111511",2,3,3,1,2.8073549220576,3.8073549220576,1,3.4594316186373,1,2.32192809488736,2.58496250072116,0,1.58496250072116,1.58496250072116,0,2,0,4.39231742277876,0,3.16992500144231,2.32192809488736,1.58496250072116,3.32192809488736,4.70043971814109
"LOC111111519",4.08746284125034,4.90689059560852,4.85798099512757,4.70043971814109,5.58496250072116,4.4594316186373,4.75488750216347,4.4594316186373,4.70043971814109,4.52356195605701,4.75488750216347,4.70043971814109,5.08746284125034,5.32192809488736,4.85798099512757,4.75488750216347,4.64385618977472,5.35755200461808,4.32192809488736,4.90689059560852,4.4594316186373,5.90689059560852,4.90689059560852,5
"LOC111111520",3,2.58496250072116,2.32192809488736,2.58496250072116,2.8073549220576,4.32192809488736,2.32192809488736,3,3,2.58496250072116,3.58496250072116,2.32192809488736,3.16992500144231,3.4594316186373,0,2.8073549220576,1.58496250072116,3,3.32192809488736,2.58496250072116,1,3.16992500144231,2.58496250072116,3.8073549220576
"LOC111111555",3.70043971814109,3,2.32192809488736,1,3.8073549220576,2.8073549220576,3.70043971814109,2.8073549220576,3.58496250072116,1.58496250072116,3,3.4594316186373,4.08746284125034,2.58496250072116,2.32192809488736,3.32192809488736,2.8073549220576,4,3.32192809488736,2,2.8073549220576,1,1.58496250072116,3.70043971814109
"LOC111111556",5.12928301694497,4.58496250072116,6,6.89481776330794,3.58496250072116,5.55458885167764,4.16992500144231,4.58496250072116,3,4.90689059560852,6.06608919045777,3.4594316186373,3.32192809488736,6.8073549220576,3,5.08746284125034,5.12928301694497,6.20945336562895,4.70043971814109,5.39231742277876,3.58496250072116,4.52356195605701,5.55458885167764,5.6724253419715
"LOC111111564",5,4.90689059560852,4.8073549220576,3.70043971814109,5.83289001416474,4.8073549220576,4.24792751344359,4.24792751344359,5.04439411935845,4.39231742277876,5.12928301694497,4.24792751344359,5.20945336562895,4.70043971814109,4.52356195605701,4.39231742277876,4.58496250072116,6.06608919045777,4.52356195605701,5,4.08746284125034,5.58496250072116,4.24792751344359,5.6724253419715
"LOC111111566",3,3,2.32192809488736,4.08746284125034,2.58496250072116,3,3.4594316186373,3.58496250072116,4,4.85798099512757,4.16992500144231,3.4594316186373,3.16992500144231,2.58496250072116,4,2.58496250072116,4.52356195605701,3.58496250072116,3.90689059560852,2.8073549220576,3.58496250072116,3.16992500144231,3.58496250072116,4
"LOC111111569",0,1.58496250072116,6.10852445677817,4.4594316186373,2.8073549220576,4.58496250072116,2.32192809488736,2.32192809488736,1.58496250072116,6.28540221886225,0,2.32192809488736,3.32192809488736,2,4.75488750216347,6.55458885167764,1.58496250072116,4,6.4093909361377,4.52356195605701,1,3.58496250072116,4.16992500144231,1
"LOC111111579",2.58496250072116,2.58496250072116,2.8073549220576,2.8073549220576,4.4594316186373,2.58496250072116,2.58496250072116,2.58496250072116,3.58496250072116,1.58496250072116,3,2.32192809488736,2,3.16992500144231,2.58496250072116,2.8073549220576,2.58496250072116,3,3,2,2.32192809488736,2.8073549220576,2.8073549220576,3.4594316186373
"LOC111111586",2.58496250072116,2,2.32192809488736,1.58496250072116,3.90689059560852,3.32192809488736,2.58496250072116,3.16992500144231,3.90689059560852,3.58496250072116,3.4594316186373,2.8073549220576,4.16992500144231,1,2.32192809488736,3.16992500144231,2.8073549220576,3.90689059560852,2.32192809488736,2.58496250072116,2.8073549220576,3,3.16992500144231,4.70043971814109
"LOC111111599",3.16992500144231,3,3,2.8073549220576,3.8073549220576,2.32192809488736,3.32192809488736,3.4594316186373,2.8073549220576,2.32192809488736,3.32192809488736,3,2.8073549220576,3.32192809488736,2.8073549220576,3,1.58496250072116,3.58496250072116,3,2.58496250072116,3,3.90689059560852,1,4
"LOC111111600",3.58496250072116,1,4,1.58496250072116,2.8073549220576,3.4594316186373,3,3.8073549220576,2,3.32192809488736,3.4594316186373,3.90689059560852,3.70043971814109,3,1.58496250072116,1.58496250072116,2.8073549220576,2,4.32192809488736,3.8073549220576,3,3.8073549220576,1.58496250072116,4.08746284125034
"LOC111111605",6.68650052718322,6.8703647195834,6.88264304936184,6.74146698640115,6.3037807481771,6.70043971814109,6.28540221886225,5.93073733756289,6.61470984411521,6.2667865406949,6.70043971814109,6.16992500144231,6.18982455888002,6.22881869049588,5.93073733756289,6.33985000288462,7.33091687811462,7.29462074889163,6.76818432477693,6.44294349584873,6.18982455888002,6.6724253419715,6.52356195605701,6.56985560833095
"LOC111111609",2.32192809488736,1,4,3.70043971814109,3.16992500144231,3,3.8073549220576,3.70043971814109,2.58496250072116,2.32192809488736,3.8073549220576,0,2.32192809488736,2.32192809488736,1,2.32192809488736,1.58496250072116,3,3.8073549220576,1.58496250072116,1.58496250072116,1,3.16992500144231,2.58496250072116
"LOC111111615",3.70043971814109,4.08746284125034,4.75488750216347,4.75488750216347,5.28540221886225,3.16992500144231,3.70043971814109,3.90689059560852,5,4.64385618977472,4.08746284125034,4.4594316186373,4.52356195605701,4.52356195605701,3.16992500144231,4.16992500144231,4.16992500144231,4.24792751344359,3.16992500144231,4.24792751344359,3.58496250072116,4.16992500144231,3,4.90689059560852
"LOC111111628",1,1.58496250072116,2.32192809488736,2.58496250072116,2.32192809488736,3.32192809488736,3.32192809488736,2.32192809488736,0,2.32192809488736,3.32192809488736,1.58496250072116,2.58496250072116,1.58496250072116,1.58496250072116,2.8073549220576,0,3,3,3,2,3.4594316186373,2,3.16992500144231
"LOC111111634",2.8073549220576,4.58496250072116,4.70043971814109,5.12928301694497,3.58496250072116,4.8073549220576,4.64385618977472,4.70043971814109,3.16992500144231,3.90689059560852,3.58496250072116,4.39231742277876,2,3.4594316186373,4.85798099512757,3.4594316186373,3.8073549220576,4.4594316186373,4.8073549220576,6.68650052718322,3.8073549220576,4.39231742277876,3,3.32192809488736
"LOC111111646",4.75488750216347,5.28540221886225,4.32192809488736,5.24792751344359,4.8073549220576,4.95419631038687,4.16992500144231,5.28540221886225,4.8073549220576,4.4594316186373,5,4.08746284125034,4.52356195605701,5.97727992349992,4,5.04439411935845,4.4594316186373,5.39231742277876,3.58496250072116,5.04439411935845,4.4594316186373,4.95419631038687,5.35755200461808,5.95419631038687
"LOC111111723",3,4.39231742277876,4.90689059560852,6.06608919045777,4.70043971814109,4.70043971814109,5,5.4262647547021,4.90689059560852,5.35755200461808,3.58496250072116,4.58496250072116,4.70043971814109,4.75488750216347,5.95419631038687,5.04439411935845,4.75488750216347,5.20945336562895,4.75488750216347,4.39231742277876,3.8073549220576,4.4594316186373,4,4.70043971814109
"LOC111111732",3.58496250072116,4.64385618977472,3.16992500144231,2.32192809488736,4.85798099512757,3.8073549220576,4.58496250072116,4.39231742277876,5.20945336562895,3.70043971814109,4.24792751344359,1.58496250072116,3.4594316186373,3.4594316186373,1.58496250072116,3.16992500144231,4.24792751344359,4.95419631038687,3,3,3.4594316186373,2.58496250072116,3,5.28540221886225
"LOC111111733",3.16992500144231,2.32192809488736,3,1.58496250072116,4.58496250072116,3.70043971814109,4.75488750216347,1.58496250072116,1.58496250072116,5.35755200461808,2.32192809488736,3,2.8073549220576,3.4594316186373,3.4594316186373,4.39231742277876,3.32192809488736,4.85798099512757,4.75488750216347,3.70043971814109,1.58496250072116,3,3.16992500144231,3.8073549220576
"LOC111111751",3.90689059560852,4.08746284125034,5.04439411935845,5.32192809488736,5.7279204545632,4.70043971814109,5.4594316186373,5.20945336562895,4.4594316186373,5.58496250072116,4.75488750216347,4.32192809488736,4.75488750216347,4.75488750216347,5.4262647547021,4.4594316186373,4.90689059560852,4.39231742277876,4.16992500144231,4.32192809488736,4.4594316186373,5.7279204545632,3.90689059560852,4.58496250072116
"LOC111111795",4.70043971814109,4.16992500144231,3.58496250072116,4.58496250072116,5.04439411935845,3.8073549220576,4.75488750216347,3.16992500144231,3.8073549220576,4.08746284125034,3.32192809488736,3.58496250072116,2.8073549220576,3.58496250072116,3.8073549220576,3.58496250072116,3.4594316186373,4.70043971814109,3.16992500144231,3.70043971814109,4,3.4594316186373,3.8073549220576,4.39231742277876
"LOC111111815",0,4.08746284125034,2.32192809488736,2.8073549220576,2,2.32192809488736,3.16992500144231,4.16992500144231,2,1,3,2.58496250072116,3.4594316186373,3,2.58496250072116,3.32192809488736,3.70043971814109,2.32192809488736,1,2.58496250072116,2,3.32192809488736,5.04439411935845,2
"LOC111111850",3,4.08746284125034,2.8073549220576,6.35755200461808,4.32192809488736,4,4.24792751344359,5.39231742277876,3.58496250072116,3.4594316186373,4.08746284125034,3.8073549220576,4.4594316186373,3.58496250072116,4.24792751344359,4.85798099512757,5.39231742277876,5.24792751344359,6.2667865406949,3.32192809488736,2.8073549220576,4.08746284125034,3,4.95419631038687
"LOC111111942",6.58496250072116,4.95419631038687,4.16992500144231,4.85798099512757,5.12928301694497,6.6724253419715,7.8703647195834,5.97727992349992,6.3037807481771,5.8073549220576,5.64385618977472,4.8073549220576,6.8703647195834,4.4594316186373,6.49185309632967,5.08746284125034,8.09803208296053,1.58496250072116,6.2667865406949,6.59991284218713,5.4262647547021,4.75488750216347,5.75488750216347,5.97727992349992
"LOC111111975",5.12928301694497,3.16992500144231,3.4594316186373,3.16992500144231,3.16992500144231,3.58496250072116,3,1,3.4594316186373,3.4594316186373,3.90689059560852,3.58496250072116,2.8073549220576,3.16992500144231,2.8073549220576,2.8073549220576,3.90689059560852,3.58496250072116,3,3.32192809488736,2.32192809488736,2.8073549220576,3.32192809488736,4
"LOC111111998",5,5.75488750216347,5.4594316186373,4.85798099512757,5.90689059560852,5.78135971352466,4.90689059560852,5.04439411935845,5.12928301694497,5.6724253419715,5.4262647547021,5.20945336562895,5.6724253419715,5.4262647547021,5.28540221886225,4.70043971814109,4.95419631038687,5.78135971352466,5.28540221886225,5.61470984411521,4,5.90689059560852,5.35755200461808,5.78135971352466
"LOC111112006",2.58496250072116,0,1,1.58496250072116,1,0,1.58496250072116,2.32192809488736,2.32192809488736,1,2.58496250072116,2.32192809488736,3,0,1.58496250072116,2.58496250072116,2.8073549220576,1.58496250072116,1.58496250072116,1.58496250072116,1,2,2.58496250072116,2.8073549220576
"LOC111112007",1,4.70043971814109,4.64385618977472,0,2.32192809488736,2.8073549220576,2.32192809488736,1,1,3.32192809488736,2,3.32192809488736,2.8073549220576,2.8073549220576,1.58496250072116,1,2.32192809488736,2.58496250072116,2.32192809488736,2.58496250072116,1.58496250072116,5.64385618977472,3.32192809488736,2.32192809488736
"LOC111112014",2.32192809488736,3.4594316186373,1.58496250072116,3.70043971814109,3.70043971814109,2.58496250072116,2.32192809488736,2.58496250072116,2,4,4,2.58496250072116,3.58496250072116,3.32192809488736,2,3.4594316186373,2,3,0,3.70043971814109,3.4594316186373,2.58496250072116,2.8073549220576,3.70043971814109
"LOC111112024",5.16992500144231,3.16992500144231,2.32192809488736,2,5.12928301694497,2,3.16992500144231,3,2,3.4594316186373,5.04439411935845,2.32192809488736,2.8073549220576,5.58496250072116,2,2,2.8073549220576,4.58496250072116,4.24792751344359,5.4594316186373,2,1,3.58496250072116,3.90689059560852
"LOC111112028",2.32192809488736,3,3,2.32192809488736,3.16992500144231,2.8073549220576,3.90689059560852,1.58496250072116,3.70043971814109,1.58496250072116,2.58496250072116,3.32192809488736,3,3.16992500144231,2,2,2.8073549220576,3.90689059560852,2.32192809488736,3,2.8073549220576,3,1.58496250072116,3.4594316186373
"LOC111112031",2.58496250072116,1,2,2.58496250072116,3.16992500144231,1.58496250072116,2.32192809488736,2.58496250072116,1.58496250072116,3,0,1,1.58496250072116,2.58496250072116,2,1,2.58496250072116,3.4594316186373,0,1,2,1,1.58496250072116,2
"LOC111112033",7.78790255939143,6.37503943134692,7.68650052718322,7.61470984411521,7.467605550083,7.19967234483636,6.96578428466209,7.56224242422107,7.33091687811462,6.65821148275179,7.22881869049588,6.59991284218713,7.39231742277876,7.25738784269265,6.56985560833095,6.97727992349992,7.22881869049588,7.4757334309664,7.16992500144231,6.62935662007961,6.71424551766612,6.98868468677217,6.74146698640115,6.76818432477693
"LOC111112038",0,2.32192809488736,2.32192809488736,3,0,2,3.8073549220576,2,2.32192809488736,2,1,2.32192809488736,1.58496250072116,1,3.58496250072116,0,0,1,2,3,1.58496250072116,1,1,1.58496250072116
"LOC111112048",0,3.4594316186373,1.58496250072116,2.58496250072116,3.16992500144231,0,1,2,2,2.32192809488736,2,1,3.16992500144231,2.32192809488736,0,2.32192809488736,0,3.32192809488736,0,1,0,2,1.58496250072116,0
"LOC111112050",3.58496250072116,2.32192809488736,6.4093909361377,4.16992500144231,5.55458885167764,3.32192809488736,5.08746284125034,5.04439411935845,5.78135971352466,4.90689059560852,2.8073549220576,3.70043971814109,6.2667865406949,5,6.10852445677817,6.10852445677817,5.58496250072116,6.6724253419715,5.39231742277876,6.12928301694497,1.58496250072116,5.08746284125034,5.55458885167764,4
"LOC111112053",1.58496250072116,2.32192809488736,2.58496250072116,4.08746284125034,3.4594316186373,1.58496250072116,3.70043971814109,4.70043971814109,4.08746284125034,3.70043971814109,4.16992500144231,3.58496250072116,5.12928301694497,3.70043971814109,4,3.32192809488736,2.32192809488736,4,3.90689059560852,3.70043971814109,3.8073549220576,4,3.32192809488736,4.08746284125034
"LOC111112096",3.32192809488736,4,3.16992500144231,3.58496250072116,4.64385618977472,3.4594316186373,3.58496250072116,3,4.32192809488736,4.16992500144231,4.08746284125034,3,3.4594316186373,6.39231742277876,3.16992500144231,3.90689059560852,3.90689059560852,4.16992500144231,3.16992500144231,3.8073549220576,1.58496250072116,4.16992500144231,4.24792751344359,4.16992500144231
"LOC111112099",5.12928301694497,5.39231742277876,5.39231742277876,5.20945336562895,5.39231742277876,5.24792751344359,4.70043971814109,5.49185309632967,5.7279204545632,5.8073549220576,5.6724253419715,5.24792751344359,5.70043971814109,5.16992500144231,4.90689059560852,5.32192809488736,4.58496250072116,6.24792751344359,5.78135971352466,4.85798099512757,4.39231742277876,5.08746284125034,4.4594316186373,5.78135971352466
"LOC111112117",3.8073549220576,4.39231742277876,4.90689059560852,3.16992500144231,4.8073549220576,4.4594316186373,4.16992500144231,4,4.32192809488736,4.24792751344359,4.8073549220576,4.4594316186373,4.8073549220576,4.75488750216347,4.24792751344359,4.08746284125034,4.24792751344359,4.8073549220576,4.08746284125034,4.16992500144231,3.32192809488736,4.90689059560852,4.39231742277876,4.70043971814109
"LOC111112119",2.32192809488736,3.4594316186373,4.16992500144231,2.32192809488736,3.8073549220576,2,3.70043971814109,3.16992500144231,3.58496250072116,3.16992500144231,4.32192809488736,2.32192809488736,4.39231742277876,3.4594316186373,3.58496250072116,3.8073549220576,3.70043971814109,2,3.70043971814109,4.39231742277876,3.58496250072116,4.08746284125034,2.8073549220576,2.58496250072116
"LOC111112126",3.32192809488736,3.32192809488736,3,3.4594316186373,4.4594316186373,3.8073549220576,2.58496250072116,2.32192809488736,4.16992500144231,4.16992500144231,3.70043971814109,4.24792751344359,3.70043971814109,4.64385618977472,3.8073549220576,3.32192809488736,3.4594316186373,4.16992500144231,3.16992500144231,3.4594316186373,2.58496250072116,4.08746284125034,4,4.75488750216347
"LOC111112130",1,3,1,1.58496250072116,1.58496250072116,1,0,2.32192809488736,1,2,1.58496250072116,2,1.58496250072116,0,1.58496250072116,1.58496250072116,2.32192809488736,2,2.32192809488736,1,3.16992500144231,0,1,1
"LOC111112131",4,4.64385618977472,4.52356195605701,4.39231742277876,4.58496250072116,4.24792751344359,4.16992500144231,4.39231742277876,4.52356195605701,4.58496250072116,4.4594316186373,4.32192809488736,4.90689059560852,3.4594316186373,4.24792751344359,3.16992500144231,4.08746284125034,4.90689059560852,4.08746284125034,3.70043971814109,4,3.8073549220576,3.58496250072116,4
"LOC111112160",2.58496250072116,3.58496250072116,2.32192809488736,2.32192809488736,3.90689059560852,2.32192809488736,2.8073549220576,2.32192809488736,2.8073549220576,2.58496250072116,3.4594316186373,3.70043971814109,2.58496250072116,3.32192809488736,1.58496250072116,3.4594316186373,2.32192809488736,2.58496250072116,2.58496250072116,2.32192809488736,2.58496250072116,1.58496250072116,2,3.4594316186373
"LOC111112161",4.4594316186373,4.58496250072116,3.58496250072116,3,4.70043971814109,3.70043971814109,4.64385618977472,4.39231742277876,3.70043971814109,3.32192809488736,4.58496250072116,3.32192809488736,4,4.16992500144231,3.70043971814109,4.16992500144231,2.58496250072116,5.61470984411521,3,3.58496250072116,3.16992500144231,4.70043971814109,3.32192809488736,4.75488750216347
"LOC111112206",4,4.64385618977472,4.08746284125034,3.90689059560852,4.90689059560852,3.8073549220576,4.52356195605701,4.24792751344359,4.24792751344359,4.32192809488736,5.32192809488736,4.16992500144231,4.08746284125034,4.8073549220576,3.90689059560852,4.85798099512757,5.39231742277876,4.08746284125034,2.8073549220576,3.32192809488736,3.32192809488736,5.97727992349992,5.20945336562895,4.08746284125034
"LOC111112210",1,3,1,0,2.32192809488736,3.32192809488736,1.58496250072116,0,1,1.58496250072116,0,1.58496250072116,1,0,1.58496250072116,2,2.58496250072116,1,1,1,2,1.58496250072116,1.58496250072116,3
"LOC111112216",4.32192809488736,3.8073549220576,3.4594316186373,2.58496250072116,4.32192809488736,3.70043971814109,3.32192809488736,3.58496250072116,2.32192809488736,3.8073549220576,3.58496250072116,2.8073549220576,4.08746284125034,2.58496250072116,3.4594316186373,4.24792751344359,3.8073549220576,3.90689059560852,2.58496250072116,3.90689059560852,1.58496250072116,3.90689059560852,3.4594316186373,4.08746284125034
"LOC111112223",2.58496250072116,1.58496250072116,2.58496250072116,2.58496250072116,1.58496250072116,0,2,3.16992500144231,2.8073549220576,1.58496250072116,0,1,2.32192809488736,1,1.58496250072116,3.16992500144231,1.58496250072116,1.58496250072116,2,3,2.32192809488736,1,3,1
"LOC111112224",2.32192809488736,2.58496250072116,2.58496250072116,3.16992500144231,3,3.70043971814109,2.32192809488736,2.58496250072116,2.58496250072116,1,0,1,1.58496250072116,0,0,2.32192809488736,0,2.32192809488736,1,1,0,2.58496250072116,2.32192809488736,2.32192809488736
