ID,date,sample_date,acclimation_experimental,"experimental_period
",pCO2_target,temp_target,shelf,tank,tankID,salinity,VINDTA_ID,run_date,temp_in,temp_out,CT,AT,mV,m_pH,DIC_AT,DIC_AT_EMF,AT_Recal,AT_EMF,Standard1_ID,CT_Std1,AT_EMF_Std1,certDIC_Std1,cert_AT_Std1,"Standard2_ID
",CT_Std2,AT_EMF_Std2,certDIC_Std2,cert_AT_Std2,meanCT,meanAT,correctionFactor_CT,correctionFactor_AT,corr_CT,corr_AT,complete,t_out,pressure,pH_out,fCO2_out,pCO2_out,HCO3_out,CO3_out,CO2_out,B_Alk_out,OH_out,P_Alk_out,Si_Alk_out,Revelle_out,Ca_out,Ar_out,CO2_dry_out
2800_17_4-2_20170623_Exposure_80,06/23/2017,20170623,Exposure,80,2800,17,4,2,11,31.04835564,2800_17_4_2_06_23_17_29Jun2017,20170629,24.972,16.5,2164.53,2146.75,171.45,7.256653992,2230.26,2230.89,2148.22,2148.2,NEU_16_22_29Jun2017,1899,2012.23,1904.52,2025.82,NEU_16_23_29Jun2017,1899,2014.89,1904.52,2025.82,1899,2013.56,1.002906793,1.006088718,2170.821841,2161.279785,Y,16.5,1.03,7.409,1916,1922.8,2058.9,41.8,70.1,18.2,0.7,0,0,17.308,1.02,0.65,1958.4
2800_17_4-3_20170623_Exposure_80,06/23/2017,20170623,Exposure,80,2800,17,4,3,12,31.08166933,2800_17_4_3_06_23_17_29Jun2017,20170629,24.99,16.5,2164.26,2146.62,171.3,7.25095057,2227.22,2227.53,2148.28,2148.32,NEU_16_22_29Jun2017,1899,2012.23,1904.52,2025.82,NEU_16_23_29Jun2017,1899,2014.89,1904.52,2025.82,1899,2013.56,1.002906793,1.006088718,2170.551056,2161.400516,Y,16.5,1.03,7.41,1911.1,1917.9,2058.7,41.9,70,18.3,0.7,0,0,17.309,1.03,0.66,1953.4
1000_17_5-1_20170623_Exposure_80,06/23/2017,20170623,Exposure,80,1000,17,5,1,13,31.08166933,900_17_5_1_06_23_17_29Jun2017,20170629,24.974001,16.8,2023.97,2134.1,147.9,7.684410646,2086.09,2086.56,2135.03,2134.97,NEU_16_22_29Jun2017,1899,2012.23,1904.52,2025.82,NEU_16_23_29Jun2017,1899,2014.89,1904.52,2025.82,1899,2013.56,1.002906793,1.006088718,2029.853262,2147.969231,Y,16.8,1.03,7.811,704.6,707.1,1905.5,98.8,25.6,43.2,1.7,0,0,14.461,2.42,1.55,720.5
1000_17_5-2_20170623_Exposure_80,06/23/2017,20170623,Exposure,80,1000,17,5,2,14,31.1482967,900_17_5_2_06_23_17_29Jun2017,20170629,25.01,16.8,2027.6,2134.58,147.85,7.684410646,2088.44,2088.64,2135.24,2135.15,NEU_16_22_29Jun2017,1899,2012.23,1904.52,2025.82,NEU_16_23_29Jun2017,1899,2014.89,1904.52,2025.82,1899,2013.56,1.002906793,1.006088718,2033.493814,2148.150327,Y,16.8,1.03,7.8,723.6,726.1,1910.4,96.8,26.2,42.4,1.7,0,0,14.595,2.37,1.52,739.8
1000_17_5-3_20170623_Exposure_80,06/23/2017,20170623,Exposure,80,1000,17,5,3,15,31.08166933,900_17_5_3_06_23_17_29Jun2017,20170629,24.969,16.8,2026.68,2137.13,147.75,7.707224335,2086.59,2086.67,2138.34,2138.23,NEU_16_22_29Jun2017,1899,2012.23,1904.52,2025.82,NEU_16_23_29Jun2017,1899,2014.89,1904.52,2025.82,1899,2013.56,1.002906793,1.006088718,2032.571139,2151.249081,Y,16.8,1.03,7.812,703.5,706,1907.9,99.2,25.5,43.3,1.7,0,0,14.448,2.43,1.55,719.3
2800_17_6-1_20170623_Exposure_80,06/23/2017,20170623,Exposure,80,2800,17,6,1,16,31.08166933,2800_17_6_1_06_23_17_28Jun2017,20170628,24.337999,16.7,2213.25,2149.77,171.75,7.285171103,2232.86,2230.04,2151.49,2151.84,NEU_16_20_28Jun2017,1898.29,2008.55,1904.52,2025.82,NEU_16_21_28Jun2017,1900.1,2014.25,1904.52,2025.82,1899.195,2011.4,1.00280382,1.007169136,2219.455554,2167.266833,Y,16.7,1.03,7.272,2674.9,2684.4,2090.9,31.2,97.3,13.5,0.5,0,0,15.9,0.76,0.49,2734.8
2800_17_6-2_20170623_Exposure_80,06/23/2017,20170623,Exposure,80,2800,17,6,2,17,31.08166933,2800_17_6_2_06_23_17_28Jun2017,20170628,25.046,16.7,2209.97,2156.61,170.35,7.262357414,2237.14,2237.53,2158.01,2157.99,NEU_16_20_28Jun2017,1898.29,2008.55,1904.52,2025.82,NEU_16_21_28Jun2017,1900.1,2014.25,1904.52,2025.82,1899.195,2011.4,1.00280382,1.007169136,2216.166357,2173.460924,Y,16.7,1.03,7.301,2500.8,2509.7,2091.8,33.4,91,14.4,0.5,0,0,16.299,0.82,0.52,2556.8
2800_17_6-3_20170623_Exposure_80,06/23/2017,20170623,Exposure,80,2800,17,6,3,18,31.08166933,2800_17_6_3_06_23_17_28Jun2017,20170628,25.09,16.7,2213.31,2149.58,171.5,7.273764259,2232.85,2233.21,2151.1,2151.03,NEU_16_20_28Jun2017,1898.29,2008.55,1904.52,2025.82,NEU_16_21_28Jun2017,1900.1,2014.25,1904.52,2025.82,1899.195,2011.4,1.00280382,1.007169136,2219.515722,2166.451026,Y,16.7,1.03,7.269,2691.2,2700.7,2090.6,31,97.9,13.4,0.5,0,0,15.861,0.76,0.49,2751.5
550_17_1-1_20170630_Exposure_80,06/30/2017,20170630,Exposure,80,550,17,1,1,1,31.246139,400_17_1-1_06-30-17_13Jul17,20170713,24.995001,17.4,1974.26,2143.48,129,7.952471483,1989.51,1989.5,2140.69,2140.66,NEU_16_28_13Jul2017,1895.76,2010.38,1904.52,2025.82,NEU_29_13Jul17,1913.8,2012.33,1904.52,2025.82,1904.78,2011.355,0.999863501,1.007191669,1973.990516,2156.054919,Y,17.4,1.03,7.961,478.5,480.2,1819.9,137,17,59.5,2.6,0,0,12.116,3.35,2.15,489.6
550_17_2-1_20170630_Exposure_80,06/30/2017,20170630,Exposure,80,550,17,2,1,4,31.34618,400_17_2-1_06-30-17_01Dec17,20171201,24.905001,17,1954.09,2156.99,130.45,7.946768061,2009.29,2008.99,2154.43,2153.91,NEU_20_12_01Dec17,2016.01,2151.1,2034.478856,2135.608489,NEU_20_13_01Dec17,2005.82,2146.03,2034.478856,2135.608489,2010.915,2148.565,1.011717977,0.993969691,1976.987982,2140.921257,Y,17,1.03,7.925,521.9,523.8,1832.9,125.3,18.8,55.2,2.3,0,0,12.675,3.06,1.96,533.8
1000_17_3-1_20170630_Exposure_80,06/30/2017,20170630,Exposure,80,1000,17,3,1,7,31.312833,900_17_3-1_06-30-17_30Aug17,20170830,24.927999,18.3,2076.18,2140.39,147.95,7.684410646,2094.75,2095.39,2138.35,2138.13,NEU_18_01_30Aug17,1974.96,2117.59,1988.445028,2124.610945,NEU_18_02_30Aug17,1994.78,2118.09,1988.445028,2124.610945,1984.87,2117.84,1.00180114,1.003197099,2079.91949,2144.965814,Y,18.3,1.03,7.628,1119.7,1123.6,1969.4,71.6,38.8,30.9,1.3,0,0,16.344,1.76,1.13,1147
2800_17_4-1_20170630_Exposure_80,06/30/2017,20170630,Exposure,80,2800,17,4,1,10,31.312833,2800_17_4-1_063017_13Jul2017,20170713,24.646999,17.4,2227.87,2159.92,173.9,7.211026616,2247.43,2246.3,2158.56,2158.67,NEU_16_28_13Jul2017,1895.76,2010.38,1904.52,2025.82,NEU_29_13Jul17,1913.8,2012.33,1904.52,2025.82,1904.78,2011.355,0.999863501,1.007191669,2227.565899,2174.194441,Y,17.4,1.03,7.259,2774.7,2784.5,2097.4,31.4,98.8,13.5,0.5,0,0,15.766,0.77,0.49,2839.2
2800_17_4-2_20170630_Exposure_80,06/30/2017,20170630,Exposure,80,2800,17,4,2,11,31.312833,2800_17_4-2_063017_13Jul2017,20170713,24.856001,17.4,2187.8,2158.47,166.2,7.182509506,2202.18,2202.44,2156.86,2156.95,NEU_16_28_13Jul2017,1895.76,2010.38,1904.52,2025.82,NEU_29_13Jul17,1913.8,2012.33,1904.52,2025.82,1904.78,2011.355,0.999863501,1.007191669,2187.501368,2172.462071,Y,17.4,1.03,7.378,2083.1,2090.4,2072.5,40.9,74.2,17.6,0.7,0,0,17.056,1,0.64,2131.4
2800_17_4-3_20170630_Exposure_80,06/30/2017,20170630,Exposure,80,2800,17,4,3,12,31.312833,2800_17_4-3_06-30-17_13Jul17,20170713,24.843,17.4,2215.57,2160.15,171.6,7.19391635,2232.84,2232.65,2158.76,2158.91,NEU_16_28_13Jul2017,1895.76,2010.38,1904.52,2025.82,NEU_29_13Jul17,1913.8,2012.33,1904.52,2025.82,1904.78,2011.355,0.999863501,1.007191669,2215.267578,2174.436167,Y,17.4,1.03,7.297,2534.8,2543.7,2090.8,34.2,90.2,14.7,0.6,0,0,16.267,0.84,0.54,2593.7
1000_17_5-1_20170630_Exposure_80,06/30/2017,20170630,Exposure,80,1000,17,5,1,13,31.312833,900_17_5-1_06-30-17_30Aug17,20170830,25,17.5,2069.14,2142.7,147.25,7.673003802,2090.87,2091.23,2140.88,2140.7,NEU_18_01_30Aug17,1974.96,2117.59,1988.445028,2124.610945,NEU_18_02_30Aug17,1994.78,2118.09,1988.445028,2124.610945,1984.87,2117.84,1.00180114,1.003197099,2072.86681,2147.544031,Y,17.5,1.03,7.67,1007.7,1011.3,1961.1,76,35.8,33.1,1.3,0,0,16.092,1.86,1.19,1031.3
2800_17_6-1_20170630_Exposure_80,06/30/2017,20170630,Exposure,80,2800,17,6,1,16,31.312833,2800_17_6-1_06-30-17_13Jul17,20170713,24.851,17.3,2211.13,2170.38,168.8,7.19391635,2225.98,2226.06,2169.06,2169.06,NEU_16_28_13Jul2017,1895.76,2010.38,1904.52,2025.82,NEU_29_13Jul17,1913.8,2012.33,1904.52,2025.82,1904.78,2011.355,0.999863501,1.007191669,2210.828184,2184.659162,Y,17.3,1.03,7.344,2270.5,2278.5,2091.7,38,81.1,16.3,0.6,0,0,16.79,0.93,0.6,2323
2800_17_6-2_20170630_Exposure_80,06/30/2017,20170630,Exposure,80,2800,17,6,2,17,31.34618,2800_17_6-2_06-30-17_13Jul17,20170713,24.875999,17.3,2203.29,2169.81,167.05,7.199619772,2222.94,2222.91,2168.14,2168.2,NEU_16_28_13Jul2017,1895.76,2010.38,1904.52,2025.82,NEU_29_13Jul17,1913.8,2012.33,1904.52,2025.82,1904.78,2011.355,0.999863501,1.007191669,2202.989254,2183.792977,Y,17.3,1.03,7.366,2152.9,2160.5,2086.2,39.9,76.9,17.1,0.7,0,0,16.977,0.98,0.63,2202.7
2800_17_6-3_20170630_Exposure_80,06/30/2017,20170630,Exposure,80,2800,17,6,3,18,31.312833,2800_17_6-3_06-30-17_13Jul17,20170713,24.924999,17.3,2251.48,2170.64,172.5,7.19391635,2265.08,2264.74,2168.9,2168.97,NEU_16_28_13Jul2017,1895.76,2010.38,1904.52,2025.82,NEU_29_13Jul17,1913.8,2012.33,1904.52,2025.82,1904.78,2011.355,0.999863501,1.007191669,2251.172676,2184.568515,Y,17.3,1.03,7.222,3037.9,3048.6,2113.7,29,108.5,12.4,0.5,0,0,15.22,0.71,0.45,3108.1
550_17_1-1_20170712_Exposure_80,07/12/2017,20170712,Exposure,80,550,17,1,1,1,31.14389489,400_17_1-1_07-12-17_15Aug17,20170815,25.121,17.3,1977.37,2139.71,132.6,7.824299065,2016.14,2016.87,2137.4,2137.18,NEU_17_21_15Aug17,1945.63,2073.27,1972,2091.64,NEU_17_22_15Aug17,1951.8,2076.44,1972,2091.64,1948.715,2074.855,1.0119489,1.008089722,2000.997396,2154.469192,Y,17.3,1.03,7.895,568.9,570.9,1861,119.7,20.3,51.9,2.2,0,0,13.091,2.93,1.88,582.1
550_17_1-2_20170712_Exposure_80,07/12/2017,20170712,Exposure,80,550,17,1,2,2,31.14389489,400_17_1-2_07-12-17_15Aug17,20170815,25.08,17.3,1951.75,2139.23,128.35,7.818691589,1979.33,1980.12,2137.27,2137.07,NEU_17_21_15Aug17,1945.63,2073.27,1972,2091.64,NEU_17_22_15Aug17,1951.8,2076.44,1972,2091.64,1948.715,2074.855,1.0119489,1.008089722,1975.071265,2154.358302,Y,17.3,1.03,7.957,482.7,484.4,1822.5,135.3,17.3,58.7,2.6,0,0,12.208,3.31,2.12,493.9
550_17_1-3_20170712_Exposure_80,07/12/2017,20170712,Exposure,80,550,17,1,3,3,31.14389489,400_17_1-3_07-12-17_15Aug17,20170815,25.062,17.4,1997,2141.82,134.75,7.824299065,2023.21,2023.89,2140.31,2140.1,NEU_17_21_15Aug17,1945.63,2073.27,1972,2091.64,NEU_17_22_15Aug17,1951.8,2076.44,1972,2091.64,1948.715,2074.855,1.0119489,1.008089722,2020.861953,2157.412814,Y,17.4,1.03,7.85,641,643.3,1888.2,109.9,22.8,47.5,2,0,0,13.728,2.69,1.72,655.9
550_17_2-1_20170712_Exposure_80,07/12/2017,20170712,Exposure,80,550,17,2,1,4,31.24403604,400_17_2-1_07-12-17_14Aug17,20170814,25.08,17,1953.06,2132.52,131.5,7.773831776,1995.08,1995.08,2129.6,2129.6,NEU_17_19_14Aug17,1947.33,2080.8,1972,2091.64,NEU_17_20_14Aug17,1937.75,2080.39,1972,2091.64,1942.54,2080.595,1.015165711,1.005308578,1982.679543,2140.905147,Y,17,1.03,7.912,540.1,542,1841.3,121.9,19.5,53.5,2.2,0,0,12.882,2.98,1.91,552.4
550_17_2-2_20170712_Exposure_80,07/12/2017,20170712,Exposure,80,550,17,2,2,5,31.21065566,400_17_2-2_07-12-17_15Aug17,20170815,25.09,17,1961.84,2133.23,131.05,7.773831776,1989.26,1989.65,2131.39,2131.43,NEU_17_21_15Aug17,1945.63,2073.27,1972,2091.64,NEU_17_22_15Aug17,1951.8,2076.44,1972,2091.64,1948.715,2074.855,1.0119489,1.008089722,1985.281829,2148.672676,Y,17,1.03,7.924,525.2,527.1,1841.1,125.3,18.9,54.8,2.3,0,0,12.727,3.07,1.96,537.1
550_17_2-3_20170712_Exposure_80,07/12/2017,20170712,Exposure,80,550,17,2,3,6,31.21065566,400_17_2-3_07-12-17_15Aug17,20170815,25.143999,17,1954.62,2133.8,130.7,7.773831776,1990.17,1990.5,2131.73,2131.73,NEU_17_21_15Aug17,1945.63,2073.27,1972,2091.64,NEU_17_22_15Aug17,1951.8,2076.44,1972,2091.64,1948.715,2074.855,1.0119489,1.008089722,1977.975558,2148.975103,Y,17,1.03,7.942,500.5,502.3,1830.1,129.9,18,56.8,2.4,0,0,12.468,3.18,2.03,511.9
1000_17_3-1_20170712_Exposure_80,07/12/2017,20170712,Exposure,80,1000,17,3,1,7,31.14389489,900_17_3-1_07-12-17_11Aug17,20170811,25.059,17,2064.25,2150.16,146.65,7.504672897,2099.86,2100.34,2148.26,2148.25,NEU_17_03_11Aug17,1955.39,2079.67,1972,2091.64,NEU_17_04_11Aug17,1948.34,2090.84,1972,2091.64,1951.865,2085.255,1.010315775,1.003061976,2085.544338,2154.827889,Y,17,1.03,7.662,1031.1,1034.7,1975,73.3,37.2,31.9,1.3,0,0,16.365,1.8,1.15,1054.5
1000_17_3-2_20170712_Exposure_80,07/12/2017,20170712,Exposure,80,1000,17,3,2,8,31.14389489,900_17_3-2_07-12-17_14Aug17,20170814,24.874001,17.3,2046.49,2141.18,147.05,7.487850467,2090.26,2090.06,2139.49,2139.42,NEU_17_19_14Aug17,1947.33,2080.8,1972,2091.64,NEU_17_20_14Aug17,1937.75,2080.39,1972,2091.64,1942.54,2080.595,1.015165711,1.005308578,2077.526476,2150.777277,Y,17.3,1.03,7.67,1009.1,1012.7,1966.1,75.3,36.1,32.7,1.3,0,0,16.19,1.84,1.18,1032.5
1000_17_3-3_20170712_Exposure_80,07/12/2017,20170712,Exposure,80,1000,17,3,3,9,31.24403604,900_17_3-3_07-12-17_11Aug17,20170811,25.142,17.2,2065.56,2144.99,147.5,7.504672897,2097.33,2097.65,2143.21,2143.05,NEU_17_03_11Aug17,1955.39,2079.67,1972,2091.64,NEU_17_04_11Aug17,1948.34,2090.84,1972,2091.64,1951.865,2085.255,1.010315775,1.003061976,2086.867852,2149.611967,Y,17.2,1.03,7.637,1093.3,1097.1,1977.6,70.1,39.2,30.6,1.2,0,0,16.539,1.72,1.1,1118.4
2800_17_4-1_20170712_Exposure_80,07/12/2017,20170712,Exposure,80,2800,17,4,1,10,31.14389489,2800_17_4-1_07-12-17_11Aug17,20170811,25.075001,17.6,2217.78,2168.21,172.65,7.039252336,2268.38,2269.07,2166.57,2166.49,NEU_17_03_11Aug17,1955.39,2079.67,1972,2091.64,NEU_17_04_11Aug17,1948.34,2090.84,1972,2091.64,1951.865,2085.255,1.010315775,1.003061976,2240.658119,2173.12374,Y,17.6,1.03,7.216,3074.3,3085,2103.1,28.7,108.9,12.3,0.5,0,0,15.148,0.7,0.45,3146.4
2800_17_4-2_20170712_Exposure_80,07/12/2017,20170712,Exposure,80,2800,17,4,2,11,31.14389489,2800_17_4-2_07-12-17_11Aug17,20170811,24.99,17.7,2204.88,2168.76,169.75,7.03364486,2244.14,2244.38,2167.47,2167.34,NEU_17_03_11Aug17,1955.39,2079.67,1972,2091.64,NEU_17_04_11Aug17,1948.34,2090.84,1972,2091.64,1951.865,2085.255,1.010315775,1.003061976,2227.625046,2173.976342,Y,17.7,1.03,7.255,2802.5,2812.3,2097.2,31.4,99,13.4,0.5,0,0,15.749,0.77,0.49,2868.6
2800_17_4-3_20170712_Exposure_80,07/12/2017,20170712,Exposure,80,2800,17,4,3,12,31.14389489,2800_17_4-3_07-12-17_11Aug17,20170811,24.943001,17.6,2180.91,2167.96,165.9,7.05046729,2221.88,2222.91,2166.38,2166.22,NEU_17_03_11Aug17,1955.39,2079.67,1972,2091.64,NEU_17_04_11Aug17,1948.34,2090.84,1972,2091.64,1951.865,2085.255,1.010315775,1.003061976,2203.407777,2172.852913,Y,17.6,1.03,7.327,2357.9,2366.1,2083.2,36.7,83.5,15.7,0.6,0,0,16.63,0.9,0.58,2413.2
1000_17_5-1_20170712_Exposure_80,07/12/2017,20170712,Exposure,80,1000,17,5,1,13,31.17727528,900_17_5-1_07-12-17_14Aug17,20170814,25.035999,17,2052.37,2140.76,146.7,7.504672897,2079.23,2080.06,2139.67,2139.52,NEU_17_19_14Aug17,1947.33,2080.8,1972,2091.64,NEU_17_20_14Aug17,1937.75,2080.39,1972,2091.64,1942.54,2080.595,1.015165711,1.005308578,2083.49565,2150.877808,Y,17,1.03,7.655,1044.9,1048.5,1973.5,72.3,37.7,31.5,1.2,0,0,16.416,1.77,1.13,1068.6
1000_17_5-2_20170712_Exposure_80,07/12/2017,20170712,Exposure,80,1000,17,5,2,14,31.24403604,900_17_5-2_07-12-17_14Aug17,20170814,24.598,16.9,2049.13,2139.67,147.15,7.510280374,2083.14,2081.7,2138.32,2138.41,NEU_17_19_14Aug17,1947.33,2080.8,1972,2091.64,NEU_17_20_14Aug17,1937.75,2080.39,1972,2091.64,1942.54,2080.595,1.015165711,1.005308578,2080.206513,2149.761915,Y,16.9,1.03,7.663,1023.8,1027.4,1969.9,73.3,37,32.1,1.3,0,0,16.339,1.79,1.15,1047
1000_17_5-3_20170712_Exposure_80,07/12/2017,20170712,Exposure,80,1000,17,5,3,15,31.24403604,900_17_5-3_07-12-17_14Aug17,20170814,25.023001,16.9,2048.58,2140.36,146.95,7.499065421,2090.56,2091.19,2138.36,2138.16,NEU_17_19_14Aug17,1947.33,2080.8,1972,2091.64,NEU_17_20_14Aug17,1937.75,2080.39,1972,2091.64,1942.54,2080.595,1.015165711,1.005308578,2079.648172,2149.510588,Y,16.9,1.03,7.664,1021.2,1024.8,1969.3,73.4,36.9,32.1,1.3,0,0,16.328,1.8,1.15,1044.3
2800_17_6-1_20170712_Exposure_80,07/12/2017,20170712,Exposure,80,2800,17,6,1,16,31.24403604,2800_17_6-1_07-12-17_15Aug17,20170815,25.054001,18.1,2233.72,2172.04,170.55,6.98317757,2253.78,2254.54,2171.24,2171.18,NEU_17_21_15Aug17,1945.63,2073.27,1972,2091.64,NEU_17_22_15Aug17,1951.8,2076.44,1972,2091.64,1948.715,2074.855,1.0119489,1.008089722,2260.410496,2188.744242,Y,18.1,1.03,7.2,3226.7,3238,2119.3,28.5,112.6,12,0.5,0,0,14.944,0.7,0.45,3304.5
2800_17_6-2_20170712_Exposure_80,07/12/2017,20170712,Exposure,80,2800,17,6,2,17,31.24403604,2800_17_6-2_07-12-17_15Aug17,20170815,25.063999,18,2185.26,2174.96,163.05,6.994392523,2216.45,2216.45,2173.69,2173.69,NEU_17_21_15Aug17,1945.63,2073.27,1972,2091.64,NEU_17_22_15Aug17,1951.8,2076.44,1972,2091.64,1948.715,2074.855,1.0119489,1.008089722,2211.371452,2191.274548,Y,18,1.03,7.356,2224.1,2231.9,2093.4,40.1,77.8,17,0.7,0,0,16.901,0.98,0.63,2277.4
2800_17_6-3_20170712_Exposure_80,07/12/2017,20170712,Exposure,80,2800,17,6,3,18,31.24403604,2800_17_6-3_07-12-17_15Aug17,20170815,25.062,18.1,2242.59,2172.46,172.65,6.98317757,2267.98,2268.72,2171.56,2171.47,NEU_17_21_15Aug17,1945.63,2073.27,1972,2091.64,NEU_17_22_15Aug17,1951.8,2076.44,1972,2091.64,1948.715,2074.855,1.0119489,1.008089722,2269.386483,2189.036588,Y,18.1,1.03,7.176,3414.8,3426.7,2123.2,27,119.2,11.4,0.5,0,0,14.552,0.66,0.42,3497.1
550_19_1-1_20170721_Exposure_80,07/21/2017,20170721,Exposure,80,550,19,1,1,1,31.04375375,400_17_1-1_07-21-17_01Dec17,20171201,24.955999,18.5,2022.09,2157.26,142.45,7.792134831,2083.53,2083.75,2155.33,2154.36,NEU_20_12_01Dec17,2016.01,2151.1,2034.478856,2135.608489,NEU_20_13_01Dec17,2005.82,2146.03,2034.478856,2135.608489,2010.915,2148.565,1.011717977,0.993969691,2045.784804,2141.368543,Y,18.5,1.03,7.722,885.7,888.8,1928.1,87.1,30.6,37.4,1.7,0,0,15.243,2.14,1.37,907.5
550_19_1-2_20170721_Exposure_80,07/21/2017,20170721,Exposure,80,550,19,1,2,2,31.04375375,400_17_1-2_07-21-17_16Aug17,20170816,25.052,18.5,1958.02,2137.35,130.05,7.792134831,1974.61,1974.88,2135.33,2135.27,NEU_17_23_16Aug17,1957.02,2082.54,1972,2091.64,NEU_17_24_16Aug17,1955.81,2079.86,1972,2091.64,1956.415,2081.2,1.007966101,1.005016337,1973.617786,2145.981233,Y,18.5,1.03,7.924,525.3,527.1,1824,131.5,18.1,56.4,2.7,0,0,12.376,3.23,2.07,538.3
550_19_1-3_20170721_Exposure_80,07/21/2017,20170721,Exposure,80,550,19,1,3,3,31.04375375,400_17_1-3_07-21-17_16Aug17,20170816,25.025999,18.5,1959.47,2138.2,129.7,7.797752809,1976.65,1977.25,2136.04,2135.87,NEU_17_23_16Aug17,1957.02,2082.54,1972,2091.64,NEU_17_24_16Aug17,1955.81,2079.86,1972,2091.64,1956.415,2081.2,1.007966101,1.005016337,1975.079336,2146.584243,Y,18.5,1.03,7.922,528.4,530.3,1825.8,131,18.3,56.1,2.6,0,0,12.406,3.22,2.06,541.4
550_19_2-1_20170721_Exposure_80,07/21/2017,20170721,Exposure,80,550,19,2,1,4,30.84347147,400_17_2-1_07-21-17_02Aug17,20170802,24.737,18.3,1945.4,2123.72,129.85,7.792134831,1978.89,1978.06,2121.25,2121.29,NEU_17_01_02Aug17,1953.42,2078.61,1972,2091.64,NEU_17_02_02Aug17,1954.34,2085.2,1972,2091.64,1953.88,2081.905,1.009273855,1.004676006,1963.441358,2131.209164,Y,18.3,1.03,7.921,527,528.9,1816.8,128.3,18.3,55.2,2.6,0,0,12.5,3.15,2.02,539.9
550_19_2-2_20170721_Exposure_80,07/21/2017,20170721,Exposure,80,550,19,2,2,5,30.81009109,400_17_2-2_07-21-17_02Aug17,20170802,24.778999,18.3,1953.51,2133.96,129.75,7.792134831,1987.26,1986.33,2131.64,2131.85,NEU_17_01_02Aug17,1953.42,2078.61,1972,2091.64,NEU_17_02_02Aug17,1954.34,2085.2,1972,2091.64,1953.88,2081.905,1.009273855,1.004676006,1971.626569,2141.818543,Y,18.3,1.03,7.926,523.1,524.9,1823.3,130.1,18.2,55.7,2.6,0,0,12.455,3.2,2.05,535.8
550_19_2-3_20170721_Exposure_80,07/21/2017,20170721,Exposure,80,550,19,2,3,6,30.84347147,400_17_2-3_07-21-17_02Aug17,20170802,24.848,18.3,1953.49,2129.68,130.35,7.792134831,1984.96,1984.13,2127.51,2127.55,NEU_17_01_02Aug17,1953.42,2078.61,1972,2091.64,NEU_17_02_02Aug17,1954.34,2085.2,1972,2091.64,1953.88,2081.905,1.009273855,1.004676006,1971.606383,2137.498436,Y,18.3,1.03,7.916,536.1,538,1825.6,127.3,18.6,54.7,2.5,0,0,12.584,3.13,2.01,549.2
1000_19_3-1_20170721_Exposure_80,07/21/2017,20170721,Exposure,80,1000,19,3,1,7,31.04375375,900_17_3-1_07-21-17_02Aug17,20170802,24.843,18.8,2048.7,2124.95,147.85,7.52247191,2080.98,2079.99,2123.44,2123.53,NEU_17_01_02Aug17,1953.42,2078.61,1972,2091.64,NEU_17_02_02Aug17,1954.34,2085.2,1972,2091.64,1953.88,2081.905,1.009273855,1.004676006,2067.699347,2133.459639,Y,18.8,1.03,7.627,1121.3,1125.2,1957.4,71.9,38.4,30.9,1.4,0,0,16.29,1.77,1.13,1149.3
1000_19_3-2_20170721_Exposure_80,07/21/2017,20170721,Exposure,80,1000,19,3,2,8,31.04375375,900_17_3-2_07-21-17_02Aug17,20170802,24.858,18.8,2050.8,2133.11,145.85,7.52247191,2074.84,2074.39,2131.71,2131.76,NEU_17_01_02Aug17,1953.42,2078.61,1972,2091.64,NEU_17_02_02Aug17,1954.34,2085.2,1972,2091.64,1953.88,2081.905,1.009273855,1.004676006,2069.818822,2141.728122,Y,18.8,1.03,7.645,1073.9,1077.7,1957.9,75.2,36.8,32.1,1.4,0,0,16.102,1.85,1.19,1100.8
1000_19_3-3_20170721_Exposure_80,07/21/2017,20170721,Exposure,80,1000,19,3,3,9,31.04375375,900_17_3-3_07-21-17_02Aug17,20170802,24.848,18.8,2039.67,2136.6,143.45,7.52247191,2068.72,2098.05,2135.09,2143.33,NEU_17_01_02Aug17,1953.42,2078.61,1972,2091.64,NEU_17_02_02Aug17,1954.34,2085.2,1972,2091.64,1953.88,2081.905,1.009273855,1.004676006,2058.585604,2153.352224,Y,18.8,1.03,7.714,909.3,912.4,1940.3,87.2,31.1,37.1,1.7,0,0,15.285,2.14,1.38,932
2800_19_4-1_20170721_Exposure_80,07/21/2017,20170721,Exposure,80,2800,19,4,1,10,31.04375375,2800_17_4-1_07-21-17_11Aug17,20170811,25.016001,19,2182.03,2150.42,169.65,7.056179775,2227.49,2228.49,2149.28,2149.32,NEU_17_03_11Aug17,1955.39,2079.67,1972,2091.64,NEU_17_04_11Aug17,1948.34,2090.84,1972,2091.64,1951.865,2085.255,1.010315775,1.003061976,2204.53933,2155.901165,Y,19,1.03,7.254,2807.7,2817.4,2076.3,32.6,95.6,13.8,0.6,0,0,15.811,0.8,0.52,2878.7
