Shelf,Tank,TankID,PCO2,Date_WQ,Date_VINDTA,Date_Notes,Exp_Temp,Time,Sal_1,Sal_2,Sal_3,Sal_AVG,Sal_corr_factor,Sal_corr_inRange,Salinity_Correction_Notes,Sal_Corr,mV_1,mV_2,mV_3,mV_AVG,pH,Temp,Sal_Std1,Sal_Std2,Sal_Std3,Sal_StdAVG,pH7_Std1,pH7_Std2,pH7_Std3,pH7_StdAVG,pH10_Std1,pH10_Std2,pH10_Std3,pH10_StdAVG,pHCRMStd.1,pHCRMStd.2,pHCRMStd.3,pHCRMStd.avg,Batch_Num,Batch_Sal,Notes
6,3,18,2800,20170531,20170531,,17,10:00 AM,29.5,29.5,29.5,29.5,0.995591807,1,,29.63061747,-65,-62,-64,-63.66666667,7.705555556,16.7,33.2,33.2,33.2,33.2,-21,-21,-22,-21.33333333,-202,-200,-202,-201.3333333,-66,-66,-67,-66.33333333,154,33.347,End time- 11:20 AM
1,1,1,400,20170602,20170602,,17,10:00 AM,29.6,29.7,29.7,29.66666667,0.987595086,0,"Standard appears to be off, tank salinities are consistent with weeks before and after. Choice was used to use the mean correction factor of the weeks surround sampling to adjust salinity",29.2986542213,-64,-61,-63,-62.66666667,7.707865169,17.4,29.6,29.7,29.7,29.66666667,-18,-22,-22,-20.66666667,-199,-200,-197,-198.6666667,-71,-65,-68,-68,154,33.347,Started at 1PM
1,2,2,400,20170602,20170602,,17,10:00 AM,29.8,29.8,29.8,29.8,0.987595086,0,"Standard appears to be off, tank salinities are consistent with weeks before and after. Choice was used to use the mean correction factor of the weeks surround sampling to adjust salinity",29.4303335628,-62,-63,-64,-63,7.713483146,17.5,29.8,29.8,29.8,29.8,-18,-22,-22,-20.66666667,-199,-200,-197,-198.6666667,-71,-65,-68,-68,154,33.347,Started at 1PM
1,3,3,400,20170602,20170602,,17,10:00 AM,29.8,29.8,29.8,29.8,0.987595086,0,"Standard appears to be off, tank salinities are consistent with weeks before and after. Choice was used to use the mean correction factor of the weeks surround sampling to adjust salinity",29.4303335628,-63,-65,-61,-63,7.713483146,17.6,29.8,29.8,29.8,29.8,-18,-22,-22,-20.66666667,-199,-200,-197,-198.6666667,-71,-65,-68,-68,154,33.347,Started at 1PM
2,1,4,400,20170602,20170602,,17,10:00 AM,29.9,29.8,29.8,29.83333333,0.987595086,0,"Standard appears to be off, tank salinities are consistent with weeks before and after. Choice was used to use the mean correction factor of the weeks surround sampling to adjust salinity",29.4632533957,-65,-65,-63,-64.33333333,7.735955056,16.7,29.9,29.8,29.8,29.83333333,-18,-22,-22,-20.66666667,-199,-200,-197,-198.6666667,-71,-65,-68,-68,154,33.347,Started at 1PM
2,2,5,400,20170602,20170602,,17,10:00 AM,29.8,29.8,29.8,29.8,0.987595086,0,"Standard appears to be off, tank salinities are consistent with weeks before and after. Choice was used to use the mean correction factor of the weeks surround sampling to adjust salinity",29.4303335628,-64,-61,-64,-63,7.713483146,16.7,29.8,29.8,29.8,29.8,-18,-22,-22,-20.66666667,-199,-200,-197,-198.6666667,-71,-65,-68,-68,154,33.347,Started at 1PM
2,3,6,400,20170602,20170602,,17,10:00 AM,29.9,29.9,29.8,29.86666667,0.987595086,0,"Standard appears to be off, tank salinities are consistent with weeks before and after. Choice was used to use the mean correction factor of the weeks surround sampling to adjust salinity",29.4961732385,-64,-62,-63,-63,7.713483146,16.8,29.9,29.9,29.8,29.86666667,-18,-22,-22,-20.66666667,-199,-200,-197,-198.6666667,-71,-65,-68,-68,154,33.347,Started at 1PM
3,1,7,900,20170602,20170602,,17,10:00 AM,29.8,29.8,29.7,29.76666667,0.987595086,0,"Standard appears to be off, tank salinities are consistent with weeks before and after. Choice was used to use the mean correction factor of the weeks surround sampling to adjust salinity",29.3974137299,-63,-65,-61,-63,7.713483146,16.7,29.8,29.8,29.8,29.8,-18,-22,-22,-20.66666667,-199,-200,-197,-198.6666667,-71,-65,-68,-68,154,33.347,Started at 1PM
3,2,8,900,20170602,20170602,,17,10:00 AM,29.8,29.8,29.7,29.76666667,0.987595086,0,"Standard appears to be off, tank salinities are consistent with weeks before and after. Choice was used to use the mean correction factor of the weeks surround sampling to adjust salinity",29.3974137299,-62,-65,-62,-63,7.713483146,17.2,29.8,29.8,29.8,29.8,-18,-22,-22,-20.66666667,-199,-200,-197,-198.6666667,-71,-65,-68,-68,154,33.347,Started at 1PM
3,3,9,900,20170602,20170602,,17,10:00 AM,29.6,29.7,29.7,29.66666667,0.987595086,0,"Standard appears to be off, tank salinities are consistent with weeks before and after. Choice was used to use the mean correction factor of the weeks surround sampling to adjust salinity",29.2986542213,-64,-61,-65,-63.33333333,7.719101124,17.2,29.6,29.7,29.7,29.66666667,-18,-22,-22,-20.66666667,-199,-200,-197,-198.6666667,-71,-65,-68,-68,154,33.347,Started at 1PM
4,1,10,2800,20170602,20170602,,17,10:00 AM,29.6,29.7,29.8,29.7,0.987595086,0,"Standard appears to be off, tank salinities are consistent with weeks before and after. Choice was used to use the mean correction factor of the weeks surround sampling to adjust salinity",29.3315740542,-62,-64,-62,-62.66666667,7.707865169,17.1,29.6,29.7,29.7,29.66666667,-18,-22,-22,-20.66666667,-199,-200,-197,-198.6666667,-71,-65,-68,-68,154,33.347,Started at 1PM
4,2,11,2800,20170602,20170602,,17,10:00 AM,29.5,29.7,29.8,29.66666667,0.987595086,0,"Standard appears to be off, tank salinities are consistent with weeks before and after. Choice was used to use the mean correction factor of the weeks surround sampling to adjust salinity",29.2986542213,-65,-62,-65,-64,7.730337079,17.1,29.5,29.7,29.7,29.63333333,-18,-22,-22,-20.66666667,-199,-200,-197,-198.6666667,-71,-65,-68,-68,154,33.347,Started at 1PM
4,3,12,2800,20170602,20170602,,17,10:00 AM,29.8,29.7,29.7,29.73333333,0.987595086,0,"Standard appears to be off, tank salinities are consistent with weeks before and after. Choice was used to use the mean correction factor of the weeks surround sampling to adjust salinity",29.3644938871,-65,-63,-63,-63.66666667,7.724719101,17.1,29.8,29.7,29.8,29.76666667,-18,-22,-22,-20.66666667,-199,-200,-197,-198.6666667,-71,-65,-68,-68,154,33.347,Started at 1PM
5,1,13,900,20170602,20170602,,17,10:00 AM,29.9,29.8,29.8,29.83333333,0.987595086,0,"Standard appears to be off, tank salinities are consistent with weeks before and after. Choice was used to use the mean correction factor of the weeks surround sampling to adjust salinity",29.4632533957,-64,-61,-66,-63.66666667,7.724719101,17.4,29.9,29.8,29.8,29.83333333,-18,-22,-22,-20.66666667,-199,-200,-197,-198.6666667,-71,-65,-68,-68,154,33.347,Started at 1PM
5,2,14,900,20170602,20170602,,17,10:00 AM,29.8,29.8,29.8,29.8,0.987595086,0,"Standard appears to be off, tank salinities are consistent with weeks before and after. Choice was used to use the mean correction factor of the weeks surround sampling to adjust salinity",29.4303335628,-63,-62,-65,-63.33333333,7.719101124,17.4,29.8,29.8,29.7,29.76666667,-18,-22,-22,-20.66666667,-199,-200,-197,-198.6666667,-71,-65,-68,-68,154,33.347,Started at 1PM
5,3,15,900,20170602,20170602,,17,10:00 AM,29.8,29.8,29.8,29.8,0.987595086,0,"Standard appears to be off, tank salinities are consistent with weeks before and after. Choice was used to use the mean correction factor of the weeks surround sampling to adjust salinity",29.4303335628,-64,-63,-65,-64,7.730337079,17.4,29.8,29.8,29.8,29.8,-18,-22,-22,-20.66666667,-199,-200,-197,-198.6666667,-71,-65,-68,-68,154,33.347,Started at 1PM
6,1,16,2800,20170602,20170602,,17,10:00 AM,29.8,29.8,29.8,29.8,0.987595086,0,"Standard appears to be off, tank salinities are consistent with weeks before and after. Choice was used to use the mean correction factor of the weeks surround sampling to adjust salinity",29.4303335628,-61,-65,-62,-62.66666667,7.707865169,17,29.8,29.8,29.8,29.8,-18,-22,-22,-20.66666667,-199,-200,-197,-198.6666667,-71,-65,-68,-68,154,33.347,Started at 1PM
6,2,17,2800,20170602,20170602,,17,10:00 AM,29.8,29.8,29.8,29.8,0.987595086,0,"Standard appears to be off, tank salinities are consistent with weeks before and after. Choice was used to use the mean correction factor of the weeks surround sampling to adjust salinity",29.4303335628,-65,-61,-65,-63.66666667,7.724719101,16.8,29.8,29.8,29.8,29.8,-18,-22,-22,-20.66666667,-199,-200,-197,-198.6666667,-71,-65,-68,-68,154,33.347,Started at 1PM
6,3,18,2800,20170602,20170602,,17,10:00 AM,29.8,29.8,29.8,29.8,0.987595086,0,"Standard appears to be off, tank salinities are consistent with weeks before and after. Choice was used to use the mean correction factor of the weeks surround sampling to adjust salinity",29.4303335628,-61,-63,-61,-61.66666667,7.691011236,16.8,29.8,29.8,29.8,29.8,-18,-22,-22,-20.66666667,-199,-200,-197,-198.6666667,-71,-65,-68,-68,154,33.347,Started at 1PM
1,1,1,400,20170605,20170605,,17,10:22 AM,29.8,29.8,29.8,29.8,0.979598365,1,,30.42063061,-70,-72,-70,-70.66666667,7.82739212,18.2,32.6,32.7,32.7,32.66666667,-20,-24,-21,-21.66666667,-201,-198,-199,-199.3333333,-67,-66,-66,-66.33333333,154,33.347,End time- 11:35 AM
1,2,2,400,20170605,20170605,,17,10:22 AM,29.9,29.9,29.9,29.9,0.979598365,1,,30.52271327,-70,-68,-70,-69.33333333,7.804878049,18.1,32.6,32.7,32.7,32.66666667,-20,-24,-21,-21.66666667,-201,-198,-199,-199.3333333,-67,-66,-66,-66.33333333,154,33.347,End time- 11:35 AM
1,3,3,400,20170605,20170605,,17,10:22 AM,29.9,29.9,29.9,29.9,0.979598365,1,,30.52271327,-68,-70,-72,-70,7.816135084,18.1,32.6,32.7,32.7,32.66666667,-20,-24,-21,-21.66666667,-201,-198,-199,-199.3333333,-67,-66,-66,-66.33333333,154,33.347,End time- 11:35 AM
2,1,4,400,20170605,20170605,,17,10:22 AM,29.9,29.9,29.9,29.9,0.979598365,1,,30.52271327,-69,-68,-68,-68.33333333,7.787992495,17.9,32.6,32.7,32.7,32.66666667,-20,-24,-21,-21.66666667,-201,-198,-199,-199.3333333,-67,-66,-66,-66.33333333,154,33.347,End time- 11:35 AM
2,2,5,400,20170605,20170605,,17,10:22 AM,29.9,29.9,29.9,29.9,0.979598365,1,,30.52271327,-68,-71,-66,-68.33333333,7.787992495,17.9,32.6,32.7,32.7,32.66666667,-20,-24,-21,-21.66666667,-201,-198,-199,-199.3333333,-67,-66,-66,-66.33333333,154,33.347,End time- 11:35 AM
2,3,6,400,20170605,20170605,,17,10:22 AM,29.9,29.9,29.9,29.9,0.979598365,1,,30.52271327,-69,-67,-68,-68,7.782363977,17.9,32.6,32.7,32.7,32.66666667,-20,-24,-21,-21.66666667,-201,-198,-199,-199.3333333,-67,-66,-66,-66.33333333,154,33.347,End time- 11:35 AM
3,1,7,900,20170605,20170605,,17,10:22 AM,29.9,29.9,29.9,29.9,0.979598365,1,,30.52271327,-51,-54,-52,-52.33333333,7.51782364,17.5,32.6,32.7,32.7,32.66666667,-20,-24,-21,-21.66666667,-201,-198,-199,-199.3333333,-67,-66,-66,-66.33333333,154,33.347,End time- 11:35 AM
3,2,8,900,20170605,20170605,,17,10:22 AM,29.9,29.9,29.9,29.9,0.979598365,1,,30.52271327,-52,-51,-50,-51,7.495309568,17.4,32.6,32.7,32.7,32.66666667,-20,-24,-21,-21.66666667,-201,-198,-199,-199.3333333,-67,-66,-66,-66.33333333,154,33.347,End time- 11:35 AM
3,3,9,900,20170605,20170605,,17,10:22 AM,29.9,29.9,29.9,29.9,0.979598365,1,,30.52271327,-21,-51,-52,-41.33333333,7.332082552,17.4,32.6,32.7,32.7,32.66666667,-20,-24,-21,-21.66666667,-201,-198,-199,-199.3333333,-67,-66,-66,-66.33333333,154,33.347,End time- 11:35 AM
4,1,10,2800,20170605,20170605,,17,10:22 AM,29.9,29.9,29.9,29.9,0.979598365,1,,30.52271327,-26,-28,-26,-26.66666667,7.084427767,17.8,32.6,32.7,32.7,32.66666667,-20,-24,-21,-21.66666667,-201,-198,-199,-199.3333333,-67,-66,-66,-66.33333333,154,33.347,End time- 11:35 AM
4,2,11,2800,20170605,20170605,,17,10:22 AM,29.9,29.9,29.9,29.9,0.979598365,1,,30.52271327,-29,-27,-27,-27.66666667,7.101313321,18.2,32.6,32.7,32.7,32.66666667,-20,-24,-21,-21.66666667,-201,-198,-199,-199.3333333,-67,-66,-66,-66.33333333,154,33.347,End time- 11:35 AM
4,3,12,2800,20170605,20170605,,17,10:22 AM,29.9,29.9,29.9,29.9,0.979598365,1,,30.52271327,-29,-28,-27,-28,7.106941839,18.8,32.6,32.7,32.7,32.66666667,-20,-24,-21,-21.66666667,-201,-198,-199,-199.3333333,-67,-66,-66,-66.33333333,154,33.347,End time- 11:35 AM
5,1,13,900,20170605,20170605,,17,10:22 AM,29.9,29.9,29.9,29.9,0.979598365,1,,30.52271327,-54,-55,-53,-54,7.545966229,18,32.6,32.7,32.7,32.66666667,-20,-24,-21,-21.66666667,-201,-198,-199,-199.3333333,-67,-66,-66,-66.33333333,154,33.347,End time- 11:35 AM
5,2,14,900,20170605,20170605,,17,10:22 AM,29.9,29.9,29.9,29.9,0.979598365,1,,30.52271327,-52,-55,-54,-53.66666667,7.540337711,18,32.6,32.7,32.7,32.66666667,-20,-24,-21,-21.66666667,-201,-198,-199,-199.3333333,-67,-66,-66,-66.33333333,154,33.347,End time- 11:35 AM
5,3,15,900,20170605,20170605,,17,10:22 AM,29.9,29.9,29.9,29.9,0.979598365,1,,30.52271327,-55,-53,-54,-54,7.545966229,18.1,32.6,32.7,32.7,32.66666667,-20,-24,-21,-21.66666667,-201,-198,-199,-199.3333333,-67,-66,-66,-66.33333333,154,33.347,End time- 11:35 AM
6,1,16,2800,20170605,20170605,,17,10:22 AM,29.9,29.9,29.9,29.9,0.979598365,1,,30.52271327,-25,-27,-25,-25.66666667,7.067542214,17.6,32.6,32.7,32.7,32.66666667,-20,-24,-21,-21.66666667,-201,-198,-199,-199.3333333,-67,-66,-66,-66.33333333,154,33.347,End time- 11:35 AM
6,2,17,2800,20170605,20170605,,17,10:22 AM,29.9,29.9,29.9,29.9,0.979598365,1,,30.52271327,-27,-27,-27,-27,7.090056285,17.6,32.6,32.7,32.7,32.66666667,-20,-24,-21,-21.66666667,-201,-198,-199,-199.3333333,-67,-66,-66,-66.33333333,154,33.347,End time- 11:35 AM
6,3,18,2800,20170605,20170605,,17,10:22 AM,29.9,29.9,29.9,29.9,0.979598365,1,,30.52271327,-27,-29,-26,-27.33333333,7.095684803,17.6,32.6,32.7,32.7,32.66666667,-20,-24,-21,-21.66666667,-201,-198,-199,-199.3333333,-67,-66,-66,-66.33333333,154,33.347,End time- 11:35 AM
1,1,1,400,20170606,20170606,,17,10:00 AM,29.8,29.8,29.8,29.8,0.992593037,1,,30.02237462,-70,-69,-69,-69.33333333,7.801869159,17.1,33,33.1,33.2,33.1,-23,-22,-20,-21.66666667,-198,-201,-201,-200,-66,-64,-65,-65,154,33.347,
1,2,2,400,20170606,20170606,,17,10:00 AM,29.9,29.9,29.9,29.9,0.992593037,1,,30.12312085,-68,-70,-69,-69,7.796261682,17.1,33,33.1,33.2,33.1,-23,-22,-20,-21.66666667,-198,-201,-201,-200,-66,-64,-65,-65,154,33.347,
1,3,3,400,20170606,20170606,,17,10:00 AM,29.9,29.9,29.9,29.9,0.992593037,1,,30.12312085,-69,-69,-68,-68.66666667,7.790654206,17.1,33,33.1,33.2,33.1,-23,-22,-20,-21.66666667,-198,-201,-201,-200,-66,-64,-65,-65,154,33.347,
2,1,4,400,20170606,20170606,,17,10:00 AM,30,30.1,30.1,30.06666667,0.992593037,1,,30.29103122,-70,-72,-72,-71.33333333,7.835514019,17.8,33,33.1,33.2,33.1,-23,-22,-20,-21.66666667,-198,-201,-201,-200,-66,-64,-65,-65,154,33.347,"Spot check in afternoon, everything normal "
2,2,5,400,20170606,20170606,,17,10:00 AM,30,30,30,30,0.992593037,1,,30.22386707,-71,-70,-71,-70.66666667,7.824299065,17.8,33,33.1,33.2,33.1,-23,-22,-20,-21.66666667,-198,-201,-201,-200,-66,-64,-65,-65,154,33.347,
2,3,6,400,20170606,20170606,,17,10:00 AM,30,29.9,30,29.96666667,0.992593037,1,,30.19028499,-71,-72,-70,-71,7.829906542,17.9,33,33.1,33.2,33.1,-23,-22,-20,-21.66666667,-198,-201,-201,-200,-66,-64,-65,-65,154,33.347,
3,1,7,900,20170606,20170606,,17,10:00 AM,29.9,30,29.9,29.93333333,0.992593037,1,,30.15670292,-51,-51,-53,-51.66666667,7.504672897,17,33,33.1,33.2,33.1,-23,-22,-20,-21.66666667,-198,-201,-201,-200,-66,-64,-65,-65,154,33.347,
3,2,8,900,20170606,20170606,,17,10:00 AM,29.9,29.9,30,29.93333333,0.992593037,1,,30.15670292,-52,-52,-51,-51.66666667,7.504672897,17.5,33,33.1,33.2,33.1,-23,-22,-20,-21.66666667,-198,-201,-201,-200,-66,-64,-65,-65,154,33.347,
3,3,9,900,20170606,20170606,,17,10:00 AM,29.9,29.9,29.9,29.9,0.992593037,1,,30.12312085,-51,-53,-52,-52,7.510280374,17.5,33,33.1,33.2,33.1,-23,-22,-20,-21.66666667,-198,-201,-201,-200,-66,-64,-65,-65,154,33.347,
4,1,10,2800,20170606,20170606,,17,10:00 AM,29.9,30,30,29.96666667,0.992593037,1,,30.19028499,-28,-26,-26,-26.66666667,7.08411215,17,33,33.1,33.2,33.1,-23,-22,-20,-21.66666667,-198,-201,-201,-200,-66,-64,-65,-65,154,33.347,
4,2,11,2800,20170606,20170606,,17,10:00 AM,29.9,29.9,30,29.93333333,0.992593037,1,,30.15670292,-29,-27,-26,-27.33333333,7.095327103,17,33,33.1,33.2,33.1,-23,-22,-20,-21.66666667,-198,-201,-201,-200,-66,-64,-65,-65,154,33.347,
4,3,12,2800,20170606,20170606,,17,10:00 AM,29.9,29.9,29.9,29.9,0.992593037,1,,30.12312085,-26,-28,-28,-27.33333333,7.095327103,17.1,33,33.1,33.2,33.1,-23,-22,-20,-21.66666667,-198,-201,-201,-200,-66,-64,-65,-65,154,33.347,
5,1,13,900,20170606,20170606,,17,10:00 AM,30,30,30,30,0.992593037,1,,30.22386707,-54,-55,-55,-54.66666667,7.555140187,18,33,33.1,33.2,33.1,-23,-22,-20,-21.66666667,-198,-201,-201,-200,-66,-64,-65,-65,154,33.347,
5,2,14,900,20170606,20170606,,17,10:00 AM,30,30,30,30,0.992593037,1,,30.22386707,-52,-53,-54,-53,7.527102804,18.5,33,33.1,33.2,33.1,-23,-22,-20,-21.66666667,-198,-201,-201,-200,-66,-64,-65,-65,154,33.347,
5,3,15,900,20170606,20170606,,17,10:00 AM,29.9,29.9,29.9,29.9,0.992593037,1,,30.12312085,-55,-54,-54,-54.33333333,7.54953271,18.5,33,33.1,33.2,33.1,-23,-22,-20,-21.66666667,-198,-201,-201,-200,-66,-64,-65,-65,154,33.347,
6,1,16,2800,20170606,20170606,,17,10:00 AM,30,29.9,29.9,29.93333333,0.992593037,1,,30.15670292,-28,-27,-27,-27.33333333,7.095327103,17.8,33,33.1,33.2,33.1,-23,-22,-20,-21.66666667,-198,-201,-201,-200,-66,-64,-65,-65,154,33.347,
6,2,17,2800,20170606,20170606,,17,10:00 AM,30,30,30,30,0.992593037,1,,30.22386707,-28,-26,-27,-27,7.089719626,17.5,33,33.1,33.2,33.1,-23,-22,-20,-21.66666667,-198,-201,-201,-200,-66,-64,-65,-65,154,33.347,
6,3,18,2800,20170606,20170606,,17,10:00 AM,29.9,29.9,29.9,29.9,0.992593037,1,,30.12312085,-27,-25,-27,-26.33333333,7.078504673,17.5,33,33.1,33.2,33.1,-23,-22,-20,-21.66666667,-198,-201,-201,-200,-66,-64,-65,-65,154,33.347,
1,1,1,400,20170607,20170607,,17,10:45 AM,29.5,29.5,29.5,29.5,0.984596316,1,,29.96151777,-68,-69,-69,-68.66666667,7.594444444,17.3,32.8,32.8,32.9,32.83333333,-33,-33,-33,-33,-213,-213,-213,-213,-73,-75,-75,-74.33333333,154,33.347,
1,2,2,400,20170607,20170607,,17,10:45 AM,29.6,29.6,29.6,29.6,0.984596316,1,,30.06308223,-71,-74,-73,-72.66666667,7.661111111,17.3,32.8,32.8,32.9,32.83333333,-33,-33,-33,-33,-213,-213,-213,-213,-73,-75,-75,-74.33333333,154,33.347,End time- 11:50 AM
1,3,3,400,20170607,20170607,,17,10:45 AM,29.6,29.6,29.6,29.6,0.984596316,1,,30.06308223,-69,-70,-70,-69.66666667,7.611111111,17.3,32.8,32.8,32.9,32.83333333,-33,-33,-33,-33,-213,-213,-213,-213,-73,-75,-75,-74.33333333,154,33.347,End time- 11:50 AM
2,1,4,400,20170607,20170607,,17,10:45 AM,29.6,29.6,29.6,29.6,0.984596316,1,,30.06308223,-68,-67,-67,-67.33333333,7.572222222,16.7,32.8,32.8,32.9,32.83333333,-33,-33,-33,-33,-213,-213,-213,-213,-73,-75,-75,-74.33333333,154,33.347,End time- 11:50 AM
2,2,5,400,20170607,20170607,,17,10:45 AM,29.6,29.6,29.6,29.6,0.984596316,1,,30.06308223,-69,-69,-69,-69,7.6,16.8,32.8,32.8,32.9,32.83333333,-33,-33,-33,-33,-213,-213,-213,-213,-73,-75,-75,-74.33333333,154,33.347,End time- 11:50 AM
2,3,6,400,20170607,20170607,,17,10:45 AM,29.6,29.6,29.6,29.6,0.984596316,1,,30.06308223,-67,-67,-68,-67.33333333,7.572222222,16.8,32.8,32.8,32.9,32.83333333,-33,-33,-33,-33,-213,-213,-213,-213,-73,-75,-75,-74.33333333,154,33.347,End time- 11:50 AM
3,1,7,900,20170607,20170607,,17,10:45 AM,29.6,29.6,29.6,29.6,0.984596316,1,,30.06308223,-49,-49,-50,-49.33333333,7.272222222,16.8,32.8,32.8,32.9,32.83333333,-33,-33,-33,-33,-213,-213,-213,-213,-73,-75,-75,-74.33333333,154,33.347,End time- 11:50 AM
3,2,8,900,20170607,20170607,,17,10:45 AM,29.6,29.6,29.6,29.6,0.984596316,1,,30.06308223,-48,-49,-50,-49,7.266666667,16.9,32.8,32.8,32.9,32.83333333,-33,-33,-33,-33,-213,-213,-213,-213,-73,-75,-75,-74.33333333,154,33.347,End time- 11:50 AM
3,3,9,900,20170607,20170607,,17,10:45 AM,29.6,29.6,29.6,29.6,0.984596316,1,,30.06308223,-49,-50,-50,-49.66666667,7.277777778,16.9,32.8,32.8,32.9,32.83333333,-33,-33,-33,-33,-213,-213,-213,-213,-73,-75,-75,-74.33333333,154,33.347,End time- 11:50 AM
4,1,10,2800,20170607,20170607,,17,10:45 AM,29.6,29.6,29.6,29.6,0.984596316,1,,30.06308223,-27,-26,-26,-26.33333333,6.888888889,17.1,32.8,32.8,32.9,32.83333333,-33,-33,-33,-33,-213,-213,-213,-213,-73,-75,-75,-74.33333333,154,33.347,End time- 11:50 AM
4,2,11,2800,20170607,20170607,,17,10:45 AM,29.7,29.6,29.6,29.63333333,0.984596316,1,,30.09693706,-24,-24,-25,-24.33333333,6.855555556,17.1,32.8,32.8,32.9,32.83333333,-33,-33,-33,-33,-213,-213,-213,-213,-73,-75,-75,-74.33333333,154,33.347,End time- 11:50 AM
4,3,12,2800,20170607,20170607,,17,10:45 AM,29.6,29.6,29.6,29.6,0.984596316,1,,30.06308223,-26,-24,-25,-25,6.866666667,17.1,32.8,32.8,32.9,32.83333333,-33,-33,-33,-33,-213,-213,-213,-213,-73,-75,-75,-74.33333333,154,33.347,End time- 11:50 AM
5,1,13,900,20170607,20170607,,17,10:45 AM,29.5,29.7,29.6,29.6,0.984596316,1,,30.06308223,-55,-57,-58,-56.66666667,7.394444444,17,32.8,32.8,32.9,32.83333333,-33,-33,-33,-33,-213,-213,-213,-213,-73,-75,-75,-74.33333333,154,33.347,End time- 11:50 AM
5,2,14,900,20170607,20170607,,17,10:45 AM,29.6,29.6,29.6,29.6,0.984596316,1,,30.06308223,-57,-57,-57,-57,7.4,17,32.8,32.8,32.9,32.83333333,-33,-33,-33,-33,-213,-213,-213,-213,-73,-75,-75,-74.33333333,154,33.347,End time- 11:50 AM
5,3,15,900,20170607,20170607,,17,10:45 AM,29.6,29.6,29.6,29.6,0.984596316,1,,30.06308223,-57,-58,-58,-57.66666667,7.411111111,17,32.8,32.8,32.9,32.83333333,-33,-33,-33,-33,-213,-213,-213,-213,-73,-75,-75,-74.33333333,154,33.347,End time- 11:50 AM
6,1,16,2800,20170607,20170607,,17,10:45 AM,29.7,29.7,29.6,29.66666667,0.984596316,1,,30.13079188,-32,-33,-33,-32.66666667,6.994444444,16.8,32.8,32.8,32.9,32.83333333,-33,-33,-33,-33,-213,-213,-213,-213,-73,-75,-75,-74.33333333,154,33.347,End time- 11:50 AM
6,2,17,2800,20170607,20170607,,17,10:45 AM,29.6,29.6,29.6,29.6,0.984596316,1,,30.06308223,-31,-32,-31,-31.33333333,6.972222222,16.7,32.8,32.8,32.9,32.83333333,-33,-33,-33,-33,-213,-213,-213,-213,-73,-75,-75,-74.33333333,154,33.347,End time- 11:50 AM
6,3,18,2800,20170607,20170607,,17,10:45 AM,29.6,29.6,29.6,29.6,0.984596316,1,,30.06308223,-29,-30,-31,-30,6.95,16.7,32.8,32.8,32.9,32.83333333,-33,-33,-33,-33,-213,-213,-213,-213,-73,-75,-75,-74.33333333,154,33.347,End time- 11:50 AM
1,1,1,400,20170609,20170609,,17,10:00 AM,29.6,29.6,29.5,29.56666667,0.983596725,1,,30.05974492,-79,-79,-79,-79,7.925287356,17.4,32.8,32.8,32.8,32.8,-26,-25,-25,-25.33333333,-200,-199,-199,-199.3333333,-73,-73,-73,-73,154,33.347,End time- 10:50 AM
1,2,2,400,20170609,20170609,,17,10:00 AM,29.6,29.6,29.6,29.6,0.983596725,1,,30.09363415,-79,-79,-79,-79,7.925287356,17.4,32.8,32.8,32.8,32.8,-26,-25,-25,-25.33333333,-200,-199,-199,-199.3333333,-73,-73,-73,-73,154,33.347,End time- 10:50 AM
1,3,3,400,20170609,20170609,,17,10:00 AM,29.6,29.6,29.6,29.6,0.983596725,1,,30.09363415,-79,-79,-79,-79,7.925287356,17.4,32.8,32.8,32.8,32.8,-26,-25,-25,-25.33333333,-200,-199,-199,-199.3333333,-73,-73,-73,-73,154,33.347,End time- 10:50 AM
2,1,4,400,20170609,20170609,,17,10:00 AM,29.6,29.6,29.6,29.6,0.983596725,1,,30.09363415,-81,-80,-80,-80.33333333,7.948275862,17.2,32.8,32.8,32.8,32.8,-26,-25,-25,-25.33333333,-200,-199,-199,-199.3333333,-73,-73,-73,-73,154,33.347,End time- 10:50 AM
2,2,5,400,20170609,20170609,,17,10:00 AM,29.6,29.6,29.6,29.6,0.983596725,1,,30.09363415,-79,-79,-80,-79.33333333,7.931034483,17.2,32.8,32.8,32.8,32.8,-26,-25,-25,-25.33333333,-200,-199,-199,-199.3333333,-73,-73,-73,-73,154,33.347,End time- 10:50 AM
2,3,6,400,20170609,20170609,,17,10:00 AM,29.6,29.6,29.6,29.6,0.983596725,1,,30.09363415,-81,-80,-80,-80.33333333,7.948275862,17.2,32.8,32.8,32.8,32.8,-26,-25,-25,-25.33333333,-200,-199,-199,-199.3333333,-73,-73,-73,-73,154,33.347,End time- 10:50 AM
3,1,7,900,20170609,20170609,,17,10:00 AM,29.6,29.6,29.6,29.6,0.983596725,1,,30.09363415,-62,-62,-62,-62,7.632183908,16.9,32.8,32.8,32.8,32.8,-26,-25,-25,-25.33333333,-200,-199,-199,-199.3333333,-73,-73,-73,-73,154,33.347,End time- 10:50 AM
3,2,8,900,20170609,20170609,,17,10:00 AM,29.6,29.6,29.6,29.6,0.983596725,1,,30.09363415,-62,-62,-62,-62,7.632183908,16.9,32.8,32.8,32.8,32.8,-26,-25,-25,-25.33333333,-200,-199,-199,-199.3333333,-73,-73,-73,-73,154,33.347,End time- 10:50 AM
