ID,pCO2,DIC,TA,pCO2_calc,Calcite,pH_meas,sample_date,buoyant_start,bw1_start_asDate,buoyant_2,date_bw2_asDate,Day_BW1_BW2,buoyant_3,date_buoyant_3,Day_BW_BW3,dry_end_meas
17037,400,2388.7,2486.18,535.06,3.1,7.84,20170517,44.704333,05/04/17,NA,NA,NA,NA,NA,NA,81.49
17055,400,2377.12,2484.38,574.36,2.93,7.84,20170517,49.974,05/05/17,NA,NA,NA,NA,NA,NA,90.88
17059,400,2359.13,2470.99,545.47,2.98,7.83,20170517,32.934333,05/05/17,NA,NA,NA,NA,NA,NA,55.52
17076,2800,2616.63,2523.13,2423.47,1.17,7.24,20170517,34.814,05/06/17,NA,NA,NA,NA,NA,NA,62.09
17083,900,2441,2468.42,865.45,2.15,7.62,20170517,46.464667,05/05/17,NA,NA,NA,NA,NA,NA,77.92
17084,2800,2612.89,2488.3,2516.92,1.01,7.22,20170517,31.960333,05/05/17,NA,NA,NA,NA,NA,NA,59.71
17107,2800,2622.52,2522.02,2555.7,1.13,7.23,20170517,33.220667,05/04/17,NA,NA,NA,NA,NA,NA,58.79
17121,900,2442.18,2466.7,908.54,2.07,7.59,20170517,34.438333,05/05/17,NA,NA,NA,NA,NA,NA,54.789
17124,900,2441.67,2467.77,890.65,2.12,7.62,20170517,26.670667,05/05/17,NA,NA,NA,NA,NA,NA,47.79
17134,400,2329.53,2437.2,590.67,2.86,7.83,20170517,21.583667,05/04/17,NA,NA,NA,NA,NA,NA,36.49
17160,2800,2608.91,2522.06,2346.38,2.01,7.23,20170517,21.829333,05/05/17,NA,NA,NA,NA,NA,NA,37.39
17171,900,2453.26,2468.16,943.47,2.01,7.59,20170517,19.245,05/06/17,NA,NA,NA,NA,NA,NA,34.14
17202,400,2348.8,2454.04,519.42,3.1,7.83,20170517,7.8156667,05/06/17,NA,NA,NA,NA,NA,NA,14.39
17010,900,2441,2468.42,865.45,2.15,7.62,20170602,18.717667,05/04/17,18.693333,05/30/17,26,NA,NA,NA,37.63
17024,400,2388.7,2486.18,535.06,3.1,7.84,20170602,17.347667,05/05/17,17.372333,05/30/17,25,NA,NA,NA,30.06
17046,900,2453.26,2468.16,943.47,2.01,7.59,20170602,42.22,05/04/17,42.030333,05/30/17,26,NA,NA,NA,73.34
17056,2800,2622.52,2522.02,2555.7,1.13,7.23,20170602,26.405,05/05/17,26.524667,05/30/17,25,NA,NA,NA,45.13
17064,900,2449.19,2464.79,904.6,2.08,7.59,20170602,53.982,05/06/17,54.075333,05/31/17,25,NA,NA,NA,98.92
17077,400,2404.69,2506.24,576.45,2.97,7.83,20170602,21.249667,05/04/17,21.213667,05/30/17,26,NA,NA,NA,37.82
17078,2800,2601.68,2504.96,2527.05,1.02,7.22,20170602,58.911333,05/06/17,58.793,05/30/17,24,NA,NA,NA,114.51
17086,900,2439.9,2459.91,936.56,2.02,7.62,20170602,29.909,05/04/17,29.814,05/30/17,26,NA,NA,NA,53.13
17096,2800,2612.89,2488.3,2516.92,1.01,7.22,20170602,23.694333,05/06/17,23.847667,05/30/17,24,NA,NA,NA,41.83
17097,2800,2616.63,2523.13,2423.47,1.17,7.24,20170602,31.231,05/05/17,31.208,05/30/17,25,NA,NA,NA,56.96
17109,400,2329.53,2437.2,590.67,2.86,7.83,20170602,48.541333,05/04/17,48.804,05/30/17,26,NA,NA,NA,86.52
17127,900,2442.18,2466.7,908.54,2.07,7.59,20170602,36.391333,05/06/17,36.260333,05/30/17,24,NA,NA,NA,67.91
17150,400,2348.8,2454.04,519.42,3.1,7.83,20170602,46.441333,05/05/17,46.369333,05/30/17,25,NA,NA,NA,81.1
17165,400,2377.12,2484.38,574.36,2.93,7.84,20170602,15.713333,05/05/17,15.812333,05/30/17,25,NA,NA,NA,27.32
17183,900,2441.67,2467.77,890.65,2.12,7.62,20170602,20.2125,05/05/17,20.226667,05/30/17,25,NA,NA,NA,36.35
17191,400,2359.13,2470.99,545.47,2.98,7.83,20170602,11.352667,05/05/17,11.382,05/30/17,25,NA,NA,NA,20.18
17197,2800,2587.92,2497.79,2378.18,1.08,7.23,20170602,21.145333,05/06/17,22.182667,05/30/17,24,NA,NA,NA,38.91
17205,2800,2608.91,2522.06,2346.38,1.21,7.23,20170602,12.32,05/06/17,12.139,05/30/17,24,NA,NA,NA,21.45
17011,900,2441,2468.42,865.45,2.15,7.62,20170605,65.259667,05/06/17,65.03,05/30/17,24,NA,NA,NA,121.9
17020,900,2442.18,2466.7,908.54,2.07,7.59,20170605,33.11175,05/04/17,33.029667,05/31/17,27,NA,NA,NA,58.29
17023,2800,2601.68,2504.96,2527.05,1.02,7.22,20170605,36.696667,05/06/17,36.483,05/30/17,24,NA,NA,NA,64.39
17049,400,2329.53,2437.2,590.67,2.86,7.83,20170605,56.303333,05/04/17,56.092,05/30/17,26,NA,NA,NA,102.68
17054,2800,2612.89,2488.3,2516.92,1.01,7.22,20170605,64.830333,05/06/17,64.845667,06/01/17,26,NA,NA,NA,109.52
17066,2800,2622.52,2522.02,2555.7,1.13,7.23,20170605,52.489333,05/05/17,52.310333,05/31/17,26,NA,NA,NA,93.56
17098,2800,2587.92,2497.79,2378.18,1.08,7.23,20170605,34.447667,05/04/17,34.179667,05/31/17,27,NA,NA,NA,65.11
17119,400,2377.12,2484.38,574.36,2.93,7.84,20170605,42.004667,05/04/17,39.805,05/30/17,26,NA,NA,NA,71.97
17131,2800,2608.91,2522.06,2346.38,1.21,7.23,20170605,21.634333,05/06/17,21.493,05/30/17,24,NA,NA,NA,37.49
17138,400,2359.13,2470.99,545.47,2.98,7.83,20170605,12.556,05/06/17,12.730333,05/30/17,24,NA,NA,NA,25.04
17141,900,2453.26,2468.16,943.47,2.01,7.59,20170605,12.293667,05/04/17,12.295,05/30/17,26,NA,NA,NA,22.56
17186,400,2348.8,2454.04,519.42,3.1,7.83,20170605,36.541333,05/04/17,36.644,05/30/17,26,NA,NA,NA,65.57
17189,400,2388.7,2486.18,535.06,3.1,7.84,20170605,59.721667,05/05/17,59.708333,05/30/17,25,NA,NA,NA,104.31
17196,900,2439.9,2459.91,936.56,2.02,7.62,20170605,23.109,05/06/17,22.620333,05/30/17,24,NA,NA,NA,38.18
17199,2800,2616.63,2523.13,2423.47,1.17,7.24,20170605,10.405333,05/06/17,10.468667,05/30/17,24,NA,NA,NA,19.79
17212,900,2441.67,2467.77,890.65,2.12,7.62,20170605,16.0855,05/05/17,16.059667,05/30/17,25,NA,NA,NA,28.69
17215,900,2449.19,2464.79,904.6,2.08,7.59,20170605,5.3023333,05/05/17,5.312,05/31/17,26,NA,NA,NA,10.79
17217,400,2404.69,2506.24,576.45,2.97,7.83,20170605,16.361667,05/06/17,16.599667,05/30/17,24,NA,NA,NA,31.32
17026,2800,2616.63,2523.13,2423.47,1.17,7.24,20170606,47.084,05/05/17,46.971667,05/30/17,25,NA,NA,NA,83.13
17032,900,2449.19,2464.79,904.6,2.08,7.59,20170606,32.175,05/05/17,31.953667,05/31/17,26,NA,NA,NA,58.94
17036,2800,2612.89,2488.3,2516.92,1.01,7.22,20170606,18.806333,05/05/17,18.60025,05/30/17,25,NA,NA,NA,32.77
17040,2800,2601.68,2504.96,2527.05,1.02,7.22,20170606,47.585333,05/05/17,47.184,05/30/17,25,NA,NA,NA,86.08
17045,2800,2608.91,2522.06,2346.38,1.21,7.23,20170606,31.237333,05/06/17,32.053667,05/30/17,24,NA,NA,NA,62.97
17050,2800,2622.52,2522.02,2555.7,1.13,7.23,20170606,33.056,05/04/17,32.847333,05/30/17,26,NA,NA,NA,59.71
17061,400,2377.12,2484.38,574.36,2.93,7.84,20170606,33.365667,05/04/17,33.389333,05/30/17,26,NA,NA,NA,61.1
17065,900,2439.9,2459.91,936.56,2.02,7.62,20170606,27.130667,05/04/17,27.153333,05/30/17,26,NA,NA,NA,51.7
17080,900,2441,2468.42,865.45,2.15,7.62,20170606,32.599333,05/05/17,32.313333,05/31/17,26,NA,NA,NA,60.06
17104,400,2348.8,2454.04,519.42,3.1,7.83,20170606,20.289333,05/06/17,20.122333,05/30/17,24,NA,NA,NA,36.14
17117,400,2329.53,2437.2,590.67,2.86,7.83,20170606,55.447667,05/04/17,55.338,05/30/17,26,NA,NA,NA,94.64
17147,2800,2587.92,2497.79,2378.18,1.08,7.23,20170606,23.267333,05/04/17,22.59,05/30/17,26,NA,NA,NA,41.69
17155,900,2442.18,2466.7,908.54,2.07,7.59,20170606,16.748,05/05/17,16.764,05/30/17,25,NA,NA,NA,29.35
17187,900,2441.67,2467.77,890.65,2.12,7.62,20170606,12.458333,05/05/17,12.325333,05/30/17,25,NA,NA,NA,21.67
17195,400,2404.69,2506.24,576.45,2.97,7.83,20170606,29.544333,05/06/17,29.761667,05/30/17,24,NA,NA,NA,50.63
17198,900,2453.26,2468.16,943.47,2.01,7.59,20170606,14.121,05/06/17,14.330667,05/31/17,25,NA,NA,NA,28.38
17207,400,2359.13,2470.99,545.47,2.98,7.83,20170606,22.78575,05/05/17,22.828333,05/30/17,25,NA,NA,NA,43.09
17220,400,2388.7,2486.18,535.06,3.1,7.84,20170606,33.068,05/05/17,33.028,05/31/17,26,NA,NA,NA,57.05
17013,400,2329.53,2437.2,707.7,2.86,7.83,20170613,37.541667,05/05/17,37.228333,05/30/17,25,NA,NA,NA,65.57
17031,900,2439.9,2459.91,936.56,2.02,7.62,20170613,12.267333,05/04/17,12.378333,05/31/17,27,NA,NA,NA,22.36
17069,400,2404.69,2506.24,576.45,2.97,7.83,20170613,57.401667,05/05/17,56.813,05/31/17,26,NA,NA,NA,100.14
17070,400,2388.7,2486.18,535.06,3.1,7.84,20170613,29.195,05/04/17,28.867,05/30/17,26,NA,NA,NA,47.23
17072,2800,2612.89,2488.3,2516.92,1.01,7.22,20170613,41.238333,05/06/17,41.024333,05/30/17,24,NA,NA,NA,73.73
17090,2800,2608.91,2522.06,2346.38,1.21,7.23,20170613,32.750667,05/05/17,32.162333,05/30/17,25,NA,NA,NA,54.95
17093,900,2442.18,2466.7,908.54,2.07,7.59,20170613,52.247,05/05/17,52.043333,06/01/17,27,NA,NA,NA,195.38
17108,2800,2622.52,2522.02,2555.7,1.13,7.23,20170613,26.816333,05/06/17,26.905,05/30/17,24,NA,NA,NA,45.81
17122,2800,2587.92,2497.79,2378.18,1.08,7.23,20170613,27.196,05/05/17,27.110333,05/30/17,25,NA,NA,NA,46.01
17135,900,2441,2468.42,865.45,2.15,7.62,20170613,9.1653333,05/06/17,9.0916667,05/31/17,25,NA,NA,NA,16.36
17142,2800,2616.63,2523.13,2423.47,1.17,7.24,20170613,18.292667,05/05/17,18.252667,05/31/17,26,NA,NA,NA,31.33
17154,900,2453.26,2468.16,943.47,2.01,7.59,20170613,45.156,05/04/17,45.052,05/31/17,27,NA,NA,NA,80.14
17162,400,2348.8,2454.04,519.42,3.1,7.83,20170613,46.606,05/05/17,46.497667,05/31/17,26,NA,NA,NA,83.03
17173,900,2441.67,2467.77,890.65,2.12,7.62,20170613,32.531667,05/04/17,32.672667,05/30/17,26,NA,NA,NA,55.86
17174,400,2377.12,2484.38,574.36,2.93,7.84,20170613,12.866,05/05/17,12.895667,05/30/17,25,NA,NA,NA,23.82
17176,400,2359.13,2470.99,545.47,2.98,7.83,20170613,37.541667,05/06/17,36.477667,05/30/17,24,NA,NA,NA,48.33
17181,2800,2601.68,2504.96,2527.05,1.02,7.22,20170613,15.324333,05/06/17,15.066,05/30/17,24,NA,NA,NA,27.42
17184,900,2449.19,2464.79,904.6,2.08,7.59,20170613,29.425,05/05/17,29.127667,06/01/17,27,NA,NA,NA,56.61
17008,400,2329.53,2437.2,590.67,2.86,7.83,20170626,16.332667,05/05/17,15.878,05/31/17,26,NA,NA,NA,27.208
17022,2800,2612.89,2488.3,2516.92,1.01,7.22,20170626,31.977667,05/06/17,32.000333,06/01/17,26,NA,NA,NA,52.629
17028,400,2377.12,2484.38,574.36,2.93,7.84,20170626,27.733,05/05/17,27.845,05/31/17,26,NA,NA,NA,46.276
17030,900,2439.9,2459.91,936.56,2.02,7.62,20170626,21.460333,05/05/17,21.325667,05/31/17,26,NA,NA,NA,34.559
17048,900,2441.67,2467.77,890.65,2.12,7.62,20170626,29.498333,05/06/17,29.487667,05/31/17,25,NA,NA,NA,49.155
17053,2800,2587.92,2497.79,2378.18,1.08,7.22,20170626,15.645333,05/05/17,15.498667,05/31/17,26,NA,NA,NA,25.27
17075,900,2453.26,2468.16,943.47,2.01,7.59,20170626,39.837333,05/04/17,39.813667,05/31/17,27,NA,NA,NA,65.044
17095,400,2404.69,2506.24,576.45,2.97,7.83,20170626,67.265,05/06/17,65.903333,05/31/17,25,NA,NA,NA,106.978
17110,2800,2601.68,2504.96,2527.05,1.02,7.22,20170626,49.50175,05/04/17,48.892333,05/31/17,27,NA,NA,NA,81.184
17114,2800,2608.91,2522.06,2346.38,1.21,7.23,20170626,30.066333,05/04/17,29.999667,05/31/17,27,NA,NA,NA,49.779
17116,900,2449.19,2464.79,904.6,2.08,7.59,20170626,43.82075,05/04/17,43.855,06/01/17,28,NA,NA,NA,72.33
17151,900,2441,2468.42,865.45,2.15,7.62,20170626,24.454,05/04/17,24.493333,06/01/17,28,NA,NA,NA,40.56
17157,400,2348.8,2454.04,519.42,3.1,7.83,20170626,23.871,05/05/17,23.857333,06/01/17,27,NA,NA,NA,39.87
17163,400,2359.13,2470.99,545.47,2.98,7.83,20170626,9.2303333,05/05/17,9.321,05/31/17,26,NA,NA,NA,16.365
17179,900,2442.18,2466.7,908.54,2.07,7.59,20170626,24.334,05/05/17,24.094,05/31/17,26,NA,NA,NA,39.653
17182,400,2388.7,2486.18,535.06,3.1,7.84,20170626,16.432667,05/04/17,16.331,05/31/17,27,NA,NA,NA,27.95
17190,2800,2616.63,2523.13,2423.47,1.17,7.24,20170626,23.606,05/05/17,23.730667,05/31/17,26,NA,NA,NA,39.737
17222,2800,2622.52,2522.02,2555.7,1.13,7.23,20170626,30.423333,05/05/17,30.009333,05/31/17,26,NA,NA,NA,49.194
17001,400,2377.12,2484.38,574.36,2.93,7.84,20170724,32.65,05/05/17,32.454667,05/31/17,26,32.32267,170705,35,53.827
17041,2800,2622.52,2522.02,2555.7,1.13,7.23,20170724,43.831667,05/04/17,43.302667,05/31/17,27,42.95050,170705,35,69.807
17042,900,2439.9,2459.91,936.56,2.02,7.62,20170724,22.859,05/06/17,22.948667,05/31/17,25,22.92700,170705,35,38.212
17052,400,2329.53,2437.2,590.67,2.86,7.83,20170724,37.483667,05/06/17,37.396333,05/31/17,25,37.01233,170705,35,60.045
17085,2800,2616.63,2523.13,2423.47,1.17,7.24,20170724,48.638,05/04/17,48.262667,05/31/17,27,47.65167,170705,35,77.076
17106,900,2441,2468.42,865.45,2.15,7.62,20170724,52.506333,05/06/17,52.161,06/01/17,26,51.86600,170707,36,86.175
17111,400,2359.13,2470.99,545.47,2.98,7.83,20170724,18.960333,05/06/17,19.009,05/31/17,25,19.08067,170705,35,31.784
17113,400,2404.69,2506.24,576.45,2.97,7.83,20170724,31.01,05/05/17,31.092333,06/01/17,27,NA,NA,NA,51.089
17120,900,2453.26,2468.16,943.47,2.01,7.59,20170724,22.093333,05/04/17,21.974333,06/01/17,28,21.94100,170705,34,36.703
17129,2800,2612.89,2488.3,2516.92,1.01,7.22,20170724,28.079,05/04/17,27.553,06/01/17,28,27.11100,170705,34,NA
17133,2800,2587.92,2497.79,2378.18,1.08,7.23,20170724,15.006333,05/06/17,15.008667,06/01/17,26,14.85600,170705,34,25.014
17143,400,2388.7,2486.18,535.06,3.1,7.84,20170724,24.005,05/05/17,24.064,06/01/17,27,24.04900,170705,34,39.959
17158,900,2442.18,2466.7,908.54,2.07,7.59,20170724,16.266667,05/05/17,15.996667,06/01/17,27,15.68133,170705,34,37.207
17166,400,2348.8,2454.04,519.42,3.1,7.83,20170724,18.797,05/06/17,19.007333,05/31/17,25,19.11033,170705,35,30.697
17170,2800,2601.68,2504.96,2527.05,1.02,7.22,20170724,19.293,05/06/17,19.333667,05/31/17,25,19.16167,170705,35,32.195
17206,900,2449.19,2464.79,904.6,2.08,7.59,20170724,13.779667,05/05/17,13.937,06/01/17,27,13.93833,170705,34,23.726
17210,2800,2608.91,2522.06,2346.38,1.21,7.23,20170724,54.544333,05/05/17,54.290667,05/31/17,26,53.34700,170705,35,87.459
17218,900,2441.67,2467.77,890.65,2.12,7.62,20170724,12.933,05/05/17,12.590333,05/31/17,26,12.47833,170705,35,21.621
17007,400,2388.7,2486.18,535.06,3.1,7.84,20170822,9.963,05/06/17,9.9593333,06/01/17,26,9.98567,170705,34,17.054
17012,900,2453.26,2468.16,943.47,2.01,7.59,20170822,28.959333,05/05/17,28.862,05/31/17,26,28.84267,170705,35,47.354
17019,2800,2612.89,2488.3,2516.92,1.01,7.22,20170822,28.341667,05/06/17,28.336,05/31/17,25,27.70133,170707,37,44.99
17027,900,2449.19,2464.79,904.6,2.08,7.59,20170822,13.175,05/05/17,13.116,06/01/17,27,13.05267,170705,34,22.123
17029,900,2439.9,2459.91,936.56,2.02,7.62,20170822,31.363667,05/05/17,31.358667,06/01/17,27,31.28800,170707,36,51.566
17079,400,2348.8,2454.04,519.42,3.1,7.83,20170822,37.399667,05/06/17,37.421,06/01/17,26,NA,NA,NA,61.797
17082,900,2442.18,2466.7,908.54,2.07,7.59,20170822,33.672667,05/05/17,33.838,05/31/17,26,33.88500,170705,35,55.286
17094,2800,2608.91,2522.06,2346.38,1.21,7.23,20170822,63.729,05/05/17,63.416667,06/01/17,27,62.73867,170707,36,101.019
17099,400,2377.12,2484.38,574.36,2.93,7.84,20170822,52.578667,05/06/17,NA,NA,NA,52.18200,170707,NA,85.934
17130,2800,2622.52,2522.02,2555.7,1.13,7.23,20170822,13.159,05/06/17,13.23333,06/01/17,26,13.15333,170707,36,21.806
17145,2800,2616.63,2523.13,2423.47,1.17,7.24,20170822,21.984,05/05/17,22.046667,05/31/17,26,21.86900,170707,37,NA
17178,2800,2601.68,2504.96,2527.05,1.02,7.22,20170822,45.399,05/05/17,44.94475,05/31/17,26,44.21100,170707,37,71.263
17203,400,2359.13,2470.99,545.47,2.98,7.83,20170822,10.844667,05/06/17,10.833667,05/31/17,25,10.86900,170705,35,18.881
17204,900,2441.67,2467.77,890.65,2.12,7.62,20170822,54.753333,05/04/17,54.873333,05/31/17,27,54.78833,170707,37,89.908
17208,900,2441,2468.42,865.45,2.15,7.62,20170822,21.282,05/05/17,21.19925,05/31/17,26,21.14933,170707,37,35.336
17211,400,2329.53,2437.2,590.67,2.86,7.83,20170822,30.758667,05/05/17,30.711333,06/01/17,27,30.22733,170705,34,50.454
17213,2800,2587.92,2497.79,2378.18,1.08,7.23,20170822,41.262667,05/05/17,41.124333,05/31/17,26,40.62900,170705,35,65.381
17005,400,2404.69,2506.24,576.45,2.97,7.83,20170824,45.08,05/05/17,44.834667,06/01/17,27,44.96167,170707,36,73.613
17043,400,2388.7,2486.18,535.06,3.1,7.84,20170824,27.92,05/04/17,27.924667,06/01/17,28,27.67633,170707,36,45.265
17051,400,2377.12,2484.38,574.36,2.93,7.84,20170824,24.983333,05/06/17,24.601333,06/01/17,26,24.31600,170707,36,38.272
17062,400,2359.13,2470.99,545.47,2.98,7.83,20170824,43.581,05/04/17,43.566,06/01/17,28,43.37267,170707,36,68.98
17068,400,2329.53,2437.2,590.67,2.86,7.83,20170824,41.882,05/06/17,41.605667,06/01/17,26,41.28967,170707,36,67.666
17089,400,2348.8,2454.04,519.42,3.1,7.83,20170824,15.247,05/05/17,15.391667,06/01/17,27,15.43100,170707,36,25.869
17123,2800,2601.68,2504.96,2527.05,1.02,7.22,20170824,36.204,05/05/17,36.244667,06/01/17,27,36.23167,170707,36,59.725
17126,2800,2612.89,2488.3,2516.92,1.01,7.22,20170824,27.569333,05/04/17,NA,NA,NA,27.57433,170707,NA,45.999
17153,900,2441,2468.42,865.45,2.15,7.62,20170824,44.936,05/05/17,45.008667,06/01/17,27,44.67200,170707,36,71.774
17156,900,2441.67,2467.77,890.65,2.12,7.62,20170824,29.917,05/05/17,29.884,06/01/17,27,29.83533,170707,36,49.394
17159,2800,2616.63,2523.13,2423.47,1.17,7.24,20170824,12.374,05/05/17,12.467,06/01/17,27,12.36100,170707,36,20.963
17168,2800,2608.91,2522.06,2346.38,1.21,7.23,20170824,21.127667,05/05/17,21.169667,06/01/17,27,21.13067,170707,36,33.144
17004,2800,2622.52,2522.02,2555.7,1.13,7.23,20170915,24.502667,05/06/17,24.541,06/01/17,26,24.14100,170707,36,38.563
17021,400,2329.53,2437.2,590.67,2.86,7.83,20170915,23.466333,05/05/17,NA,NA,NA,23.06167,170707,NA,37.533
17033,400,2348.8,2454.04,519.42,3.1,7.83,20170915,33.431667,05/04/17,32.828667,06/01/17,28,32.00667,170707,36,52.04
17038,900,2441.67,2467.77,890.65,2.12,7.62,20170915,35.505333,05/05/17,NA,NA,NA,34.15533,170707,NA,53.315
17039,900,2442.18,2466.7,908.54,2.07,7.59,20170915,18.8386667,05/05/17,18.976333,06/01/17,27,NA,170705,34,32.435
17057,2800,2587.92,2497.79,2378.18,1.08,7.23,20170915,32.074,05/05/17,NA,NA,NA,31.36600,170707,NA,51.212
17058,2800,2587.92,2497.79,2378.18,1.08,7.23,20170915,23.402667,05/05/17,NA,NA,NA,22.95367,170707,NA,36.622
17073,900,2449.19,2464.79,904.6,2.08,7.59,20170915,45.234667,05/06/17,47.868667,06/04/17,29,47.57200,170707,33,76.912
17074,400,2377.12,2484.38,574.36,2.93,7.84,20170915,45.751667,05/05/17,45.647333,06/01/17,27,45.39100,170707,36,74.428
17081,400,2359.13,2470.99,545.47,2.98,7.83,20170915,73.494333,05/05/17,NA,06/04/17,30,74.16667,170707,33,116.542
17088,900,2442.18,2466.7,908.54,2.07,7.59,20170915,36.563,05/04/17,NA,NA,NA,35.77933,170707,NA,59.337
17091,400,2329.53,2437.2,590.67,2.86,7.83,20170915,26.320333,05/05/17,NA,NA,NA,25.71800,170707,NA,43.338
17105,400,2388.7,2486.18,535.06,3.1,7.84,20170915,62.045,05/04/17,61.804,06/01/17,28,61.48733,170707,36,100.92
17115,400,2388.7,2486.18,535.06,3.1,7.84,20170915,33.818667,05/04/17,33.900667,06/01/17,28,33.70800,170707,36,56.412
17118,400,2404.69,2506.24,576.45,2.97,7.83,20170915,53.859667,05/04/17,NA,#VALUE!,NA,53.40267,170707,NA,83.622
17139,900,2439.9,2459.91,936.56,2.02,7.62,20170915,16.028333,05/06/17,15.536667,06/01/17,26,NA,NA,NA,25.95
17144,400,2404.69,2506.24,576.45,2.97,7.83,20170915,9.6503333,05/04/17,9.74733333,NA,NA,NA,NA,NA,16.936
17148,400,2348.8,2454.04,519.42,3.1,7.83,20170915,39.652667,05/04/17,39.39,06/01/17,28,38.88267,170707,36,64.436
17152,400,2377.12,2484.38,574.36,2.93,7.84,20170915,16.674667,05/05/17,NA,#VALUE!,NA,16.38600,170707,NA,27.058
17161,900,2453.26,2468.16,943.47,2.01,7.59,20170915,13.239667,05/06/17,NA,#VALUE!,NA,16.30233,170707,NA,27.11
17167,2800,2616.63,2523.13,2423.47,1.17,7.24,20170915,58.759,05/05/17,NA,NA,NA,57.69267,170707,NA,92.451
17169,2800,2612.89,2488.3,2516.92,1.01,7.22,20170915,11.165667,05/06/17,11.546667,06/01/17,26,11.46400,170707,36,19.02
17172,900,2441.67,2467.77,890.65,2.12,7.62,20170915,10.343,05/06/17,10.541667,06/04/17,29,NA,NA,NA,18.406
17180,900,2441.67,2467.77,890.65,2.12,7.62,20170915,27.751,05/05/17,27.804333,06/04/17,30,27.79367,170707,33,45.884
17188,2800,2622.52,2522.02,2555.7,1.13,7.23,20170915,12.055,05/05/17,12.015667,06/04/17,30,NA,NA,NA,19.581
17193,900,2442.18,2466.7,908.54,2.07,7.59,20170915,47.961667,05/05/17,47.4,06/01/17,27,46.68467,170707,36,77.151
17194,900,2441.67,2467.77,890.65,2.12,7.62,20170915,26.471667,05/05/17,26.45,06/01/17,27,26.15033,170707,36,42.469
17200,900,2442.18,2466.7,908.54,2.07,7.59,20170915,8.309,05/05/17,8.264,06/01/17,27,NA,NA,NA,14.069
17214,900,2441,2468.42,865.45,2.15,7.62,20170915,11.521,05/06/17,11.78,06/01/17,26,11.80533,170707,36,20.398
